tow_id,Bed,area_swept
2018D01001,KAMN,0.0016433780671
2018D01002,KAMN,0.0016245239254999999
2018D01003,KAMN,0.0015285152659000002
2018D01004,KAMN,0.0015886194254
2018D01005,KAMN,0.0015687251461000001
2018D01006,KAMN,0.0015710292486
2018D01007,KAMN,0.0015855648438000002
2018D01008,KAMN,0.0015969536933
2018D01009,KAMN,0.0016024572067
2018D01010,KAMN,0.0016184410949000002
2018D01011,KAMN,0.0015518841317700002
2018D01012,KAMN,0.0015864338196
2018D01013,KAMN,0.0014939537284
2018D01014,KAMN,0.0016008377518
2018D01015,KAMN,0.0015618128386
2018D01016,KAMN,0.0015939649431999999
2018D01017,KAMN,0.0016804807005000003
2018D01018,KAMN,0.001649342401
2018D01019,KAMN,0.001539535459
2018D01020,KAMN,0.0015177847314
2018D01021,KAMN,0.0015972038530000002
2018D01022,KAMN,0.001566131385
2018D01023,KAMN,0.0014921499453
2018D01024,KAMN,0.0016214956765
2018D01025,KAMN,0.0016046164799000003
2018D01026,KAMN,0.0016412187939
2018D01027,KAMN,0.0015569413076
2018D01028,KAMN,0.0015815227897
2018D01029,KAMN,0.0015581657735
2018D01030,KAMN,0.0015877767822
2018D01031,KAMS,0.0016049851363
2018D01032,KAMS,0.0017062471496
2018D01033,KAMS,0.0016178091125
2018D01034,KAMS,0.0016308832484
2018D01035,KAMS,0.0015394827938000001
2018D01036,KAMS,0.0015704630977
2018D01037,KAMS,0.0015913711820999999
2018D01038,KAMS,0.0017176886643000002
2018D01039,KAMS,0.0016521336566000001
2018D01040,KAMS,0.001591937333
2018D01041,KAMS,0.0017217702173
2018D01042,KAMS,0.0017425334724
2018D01043,KAMS,0.0016866556952
2018D01044,KAMS,0.0016131482423
2018D01045,KAMS,0.0015782707136000002
2018D01046,KAMS,0.0016386250328000002
2018D01047,KAMS,0.0015965323717
2018D01048,KAMS,0.0015850118592
2018D01049,KAMS,0.0016897629420000002
2018D01050,KAMS,0.00160892186
2018D01051,KAMS,0.0016757013336000002
2018D01052,KAMS,0.0017170421989700002
2018D02001,EK1,0.00144425489579
2018D02002,EK1,0.0012771311
2018D02003,EK1,0.00135737311535
2018D02004,EK1,0.00135181298686
2018D02005,EK1,0.0013034637
2018D02006,EK1,0.0014306712240800001
2018D02007,EK1,0.0014065545123700001
2018D02008,EK1,0.0014016856146299998
2018D02009,EK1,0.0013889182535200002
2018D02010,EK1,0.00129467387812
2018D02011,EK1,0.0014812614152
2018D02012,EK1,0.00127826998495
2018D02013,EK1,0.0013429626
2018D02014,EK1,0.0013824615000000001
2018D02015,EK1,0.00134626865793
2018D02016,EK1,0.00138807692695
2018D02017,EK1,0.0014614593000000001
2018D02018,EK1,0.00134746942449
2018D02019,EK1,0.001579956
2018D02020,EK1,0.0014351267000000001
2018D02021,EK1,0.0015404570999999999
2018D02022,EK1,0.0013692952
2018D02023,EK1,0.0014746256000000002
2018D02024,EK1,0.0014482930000000002
2018D02025,EK1,0.00141653983429
2018D02026,EK1,0.0014746256000000002
2018D02030,EK1,0.0014320102367900002
2018D02031,EK1,0.00142646854112
2018D02032,EK1,0.001420512107
2018D06001,KSH1,0.0015536234
2018D06002,KSH1,0.0015447756464000001
2018D06003,KSH1,0.0016075262321999999
2018D06004,KSH1,0.0016642334863000003
2018D06005,KSH1,0.001557178301
2018D06006,KSH1,0.00168001988
2018D06007,KSH1,0.0015485675408
2018D06008,KSH1,0.0015710555812000003
2018D06009,KSH1,0.0015581921061
2018D06010,KSH1,0.0015201678317
2018D06011,KSH1,0.0015097532884
2018D06012,KSH1,0.0015985336493000001
2018D06013,KSH1,0.0016111074658
2018D06014,KSH1,0.001670408481
2018D06015,KSH1,0.001699900993
2018D06016,KSH1,0.0016533449562000002
2018D06017,KSH1,0.0014587075433
2018D06018,KSH1,0.0015422477168
2018D06019,KSH1,0.0015865391500000001
2018D06020,KSH1,0.0016688943565
2018D06021,KSH1,0.0016684203697
2018D06022,KSH1,0.0016061174381
2018D06023,KSH1,0.00163741241657
