tow_id,size,sh,rwt_lb,mwt_lb,sex,weak,gonad,worm,mud
2016D02001,large,104,0.17857422,0.01543234,0,0,0,0,0
2016D02001,large,103,0.20502966,0.01984158,2,0,3,0,0
2016D02001,large,136,0.33289762,0.03747854,1,0,3,0,0
2016D02001,large,127,0.33289762,0.02866006,1,0,3,0,0
2016D02001,large,134,0.41446856,0.044092400000000004,1,0,3,0,0
2016D02001,large,119,0.33289762,0.03527392,2,0,3,0,0
2016D02001,large,105,0.24471282,0.02866006,1,0,3,0,0
2016D02001,large,133,0.42769628,0.04188778,1,0,0,0,0
2016D02001,large,124,0.3196699,0.03747854,1,0,3,0,0
2016D02001,large,129,0.3637623,0.03747854,1,0,3,0,0
2016D02001,small,35,NA,NA,0,0,0,0,0
2016D02001,small,37,NA,NA,0,0,0,0,0
2016D02002,large,140,0.35714844,0.04188778,1,0,2,0,0
2016D02003,large,108,0.18298346000000001,0.02425082,1,0,3,0,0
2016D02003,large,132,0.35494382,0.03747854,1,0,3,1,0
2016D02003,large,116,0.28219136,0.02866006,1,0,3,0,0
2016D02003,large,128,0.3417161,0.0330693,2,0,3,0,0
2016D02003,large,129,0.48060716,0.03527392,2,0,3,0,0
2016D02003,large,127,0.37037616,0.03968316,2,0,3,0,0
2016D02003,large,133,0.44312862000000003,0.03968316,1,0,3,0,0
2016D02003,large,118,0.37037616,0.03747854,2,0,3,0,0
2016D02003,large,NA,0.34612534,0.03086468,1,0,3,0,0
2016D02003,large,127,0.3637623,0.03527392,2,0,3,0,0
2016D02004,large,110,0.28880522000000003,0.01984158,1,0,3,0,0
2016D02004,large,119,0.34832996,0.01984158,2,0,3,0,0
2016D02004,large,110,0.28219136,0.03086468,2,0,3,0,0
2016D02004,large,109,0.30423756,0.022046200000000002,1,0,3,0,0
2016D02004,large,98,0.1873927,0.02645544,2,0,3,0,0
2016D02004,large,122,0.34612534,0.02866006,2,0,3,0,0
2016D02004,large,112,0.28219136,0.02645544,1,0,3,0,0
2016D02004,large,111,0.24471282,0.02425082,1,0,3,0,0
2016D02004,large,111,0.29100984,0.02645544,1,0,3,1,0
2016D02004,large,101,0.20723428,0.01763696,1,0,3,0,0
2016D02004,small,46,NA,NA,0,0,0,0,0
2016D02004,small,53,NA,NA,0,0,0,0,0
2016D02004,small,58,NA,NA,0,0,0,0,0
2016D02004,small,57,NA,NA,0,0,0,0,0
2016D02004,small,53,NA,NA,0,0,0,0,0
2016D02004,small,64,NA,NA,0,0,0,0,0
2016D02004,small,98,NA,NA,1,0,3,0,0
2016D02004,small,92,NA,NA,2,0,3,0,0
2016D02004,small,86,NA,NA,1,0,3,0,0
2016D02004,small,76,NA,NA,2,0,3,0,0
2016D02005,large,137,0.50926722,0.04188778,1,0,3,1,0
2016D02005,large,118,0.33510224,0.02866006,1,0,3,0,0
2016D02005,large,126,0.38360388,0.03527392,1,0,3,0,0
2016D02005,large,115,0.30644218,0.022046200000000002,1,0,3,0,0
2016D02005,large,113,0.2535313,0.01984158,1,0,3,0,0
2016D02005,large,124,0.36596692000000003,0.03086468,2,0,3,0,0
2016D02005,large,116,0.32848838,0.03086468,1,0,3,0,0
2016D02005,large,118,0.35273920000000003,0.02645544,2,0,3,0,0
2016D02005,large,115,0.330693,0.02425082,2,0,3,0,0
2016D02005,large,114,0.28439598,0.02425082,2,0,3,1,0
2016D02005,small,61,NA,NA,0,0,0,0,0
2016D02005,small,63,NA,NA,0,0,0,0,0
2016D02005,small,43,NA,NA,0,0,0,0,0
2016D02005,small,NA,NA,NA,0,0,0,0,0
2016D02005,small,39,NA,NA,0,0,0,0,0
2016D02005,small,43,NA,NA,0,0,0,0,0
2016D02005,small,38,NA,NA,0,0,0,0,0
2016D02005,small,37,NA,NA,0,0,0,0,0
2016D02005,small,32,NA,NA,0,0,0,0,0
2016D02005,small,35,NA,NA,0,0,0,0,0
2016D02006,large,135,0.4629702,0.03527392,1,0,3,0,0
2016D02006,large,134,0.4188778,0.03086468,1,0,3,1,0
2016D02006,large,117,0.330693,0.01984158,1,0,3,0,0
2016D02006,large,119,0.35714844,0.03086468,2,0,3,1,0
2016D02006,large,144,0.55776886,0.044092400000000004,2,0,3,0,0
2016D02006,large,128,0.38360388,0.0330693,2,0,3,0,0
2016D02006,large,141,0.58642892,0.03968316,2,0,3,1,0
2016D02006,large,133,0.44753786,0.03968316,2,0,3,0,0
2016D02006,large,NA,0.3196699,0.0330693,2,0,3,1,0
2016D02006,large,127,0.48722102,0.04629702,1,0,3,1,0
2016D02006,small,34,NA,NA,0,0,0,0,0
2016D02006,small,38,NA,NA,0,0,0,0,0
2016D02007,large,136,0.4629702,0.04188778,2,0,3,0,0
2016D02007,large,136,0.55556424,0.044092400000000004,2,0,3,1,0
2016D02007,large,121,0.30644218,0.0330693,1,0,3,0,0
2016D02007,large,135,0.47619792,0.03968316,1,0,3,1,0
2016D02007,large,139,0.49824412,0.04629702,2,0,3,1,0
2016D02007,large,139,0.5621781,0.03747854,1,0,3,0,0
2016D02007,large,NA,0.3858085,0.03527392,2,0,4,0,0
2016D02007,large,137,0.6062705,0.044092400000000004,1,0,3,1,0
2016D02007,large,143,0.48942564,0.044092400000000004,2,0,3,1,0
2016D02007,large,113,0.26675902,0.02425082,2,0,3,0,0
2016D02007,small,42,NA,NA,0,0,0,0,0
2016D02007,small,38,NA,NA,0,0,0,0,0
2016D02007,small,41,NA,NA,0,0,0,0,0
2016D02008,large,120,0.3968316,0.0330693,2,0,3,0,0
2016D02008,large,122,0.42328704,0.0661386,1,0,3,0,0
2016D02008,large,128,0.33730686,0.02866006,1,0,3,0,0
2016D02008,large,122,0.3968316,0.02866006,2,0,3,0,0
2016D02008,large,113,0.2535313,0.02425082,2,0,3,0,0
2016D02008,large,127,0.38139926,0.02866006,1,0,3,0,0
2016D02008,large,135,0.49824412,0.044092400000000004,2,0,3,0,0
2016D02008,large,130,0.53572266,0.044092400000000004,2,0,3,0,0
2016D02008,large,127,0.39462698,0.03527392,2,0,3,0,0
2016D02008,large,117,0.29982832,0.02425082,2,0,3,0,0
2016D02008,small,68,NA,NA,1,0,3,0,0
2016D02008,small,61,NA,NA,1,0,2,0,0
2016D02008,small,59,NA,NA,0,0,0,0,0
2016D02008,small,57,NA,NA,0,0,0,0,0
2016D02008,small,37,NA,NA,0,0,0,0,0
2016D02008,small,35,NA,NA,0,0,0,0,0
2016D02008,small,43,NA,NA,0,0,0,0,0
2016D02008,small,35,NA,NA,0,0,0,0,0
2016D02008,small,32,NA,NA,0,0,0,0,0
2016D02008,small,35,NA,NA,0,0,0,0,0
2016D02009,large,123,0.4078547,0.03747854,2,0,3,0,0
2016D02009,large,129,0.37258078,0.02425082,1,0,3,0,0
2016D02009,large,119,0.40124084,0.03086468,1,0,3,0,0
2016D02009,large,101,0.1984158,0.01322772,1,0,3,0,0
2016D02009,large,123,0.10361714,0.022046200000000002,2,0,3,0,0
2016D02009,large,116,0.28219136,0.01984158,2,0,3,0,0
2016D02009,large,122,0.35273920000000003,0.02645544,1,0,3,0,0
2016D02009,large,118,0.27998674,0.01984158,1,0,3,0,0
2016D02009,large,117,0.30423756,0.01763696,1,0,3,0,0
2016D02009,large,118,0.28439598,0.022046200000000002,1,0,3,0,0
2016D02009,small,99,NA,NA,1,0,3,0,0
2016D02009,small,100,NA,NA,2,0,3,0,0
2016D02009,small,92,NA,NA,2,0,3,0,0
2016D02009,small,92,NA,NA,1,0,3,0,0
2016D02009,small,76,NA,NA,2,0,3,0,0
2016D02009,small,52,NA,NA,0,0,0,0,0
2016D02009,small,55,NA,NA,0,0,0,0,0
2016D02009,small,58,NA,NA,0,0,0,0,0
2016D02009,small,33,NA,NA,0,0,0,0,0
2016D02010,large,129,0.48942564,0.03086468,2,0,3,0,0
2016D02010,large,110,0.24691744,0.01984158,2,0,1,0,1
2016D02010,large,115,0.31526066,0.02866006,1,0,3,1,0
2016D02010,large,119,0.3417161,0.0330693,1,0,3,0,0
2016D02010,large,130,0.41446856,0.03527392,2,0,3,0,0
2016D02010,large,123,0.28880522000000003,0.03527392,1,0,3,0,0
2016D02010,large,120,0.29321446,0.03086468,2,0,3,0,0
2016D02010,large,117,0.31526066,0.02866006,1,0,3,0,0
2016D02010,large,116,0.31305604,0.0330693,2,0,3,0,0
2016D02010,large,120,0.3417161,0.022046200000000002,2,0,3,0,0
2016D02010,small,97,NA,NA,2,0,3,0,0
2016D02010,small,88,NA,NA,1,0,3,0,0
2016D02010,small,52,NA,NA,0,0,0,0,0
2016D02010,small,28,NA,NA,0,0,0,0,0
2016D02010,small,40,NA,NA,0,0,0,0,0
2016D02010,small,57,NA,NA,0,0,0,0,0
2016D02010,small,27,NA,NA,0,0,0,0,0
2016D02010,small,31,NA,NA,0,0,0,0,0
2016D02010,small,31,NA,NA,0,0,0,0,0
2016D02010,small,33,NA,NA,0,0,0,0,0
2016D02011,large,139,0.54233652,0.03527392,1,0,3,1,0
2016D02011,large,144,0.50265336,0.02866006,1,0,1,1,0
2016D02011,large,132,0.330693,0.03086468,1,0,3,0,0
2016D02011,large,139,0.5180857,0.03527392,1,0,3,1,0
2016D02011,large,137,0.36596692000000003,0.03747854,1,0,3,0,0
2016D02011,large,149,0.43431014,0.03527392,1,0,2,1,0
2016D02011,large,141,0.57099658,0.0330693,1,0,3,0,0
2016D02011,large,139,0.45415172,0.02425082,1,0,2,0,0
2016D02011,large,139,0.43431014,0.03086468,1,0,2,0,1
2016D02011,large,144,0.55556424,0.03527392,2,0,2,1,1
2016D02011,small,35,NA,NA,0,0,1,0,0
2016D02013,large,127,0.40565008,0.03747854,1,0,3,0,0
2016D02013,large,132,0.38360388,0.03527392,1,0,3,0,0
2016D02013,large,128,0.31526066,0.03086468,2,0,3,0,0
2016D02013,large,131,0.3858085,0.03747854,2,0,3,0,0
2016D02013,large,140,0.27337288,0.01763696,0,0,1,0,0
2016D02013,large,118,0.28880522000000003,0.02866006,1,0,3,0,0
2016D02014,large,126,0.33951148,0.02645544,1,0,3,0,0
2016D02014,large,136,0.41667318,0.02866006,1,0,3,0,0
2016D02014,large,134,0.37037616,0.02645544,2,0,3,0,0
2016D02014,large,137,0.69665992,0.03968316,2,0,3,0,0
2016D02014,large,119,0.2535313,0.02645544,1,0,3,0,0
2016D02014,large,137,0.51367646,0.01984158,1,0,1,0,0
2016D02014,large,128,0.35494382,0.03527392,2,0,3,0,0
2016D02014,small,NA,NA,NA,0,0,0,0,0
2016D02015,large,147,0.47178868,0.05070626,1,0,2,0,0
2016D02015,large,152,0.70988764,0.05952474,2,0,2,0,0
2016D02015,large,139,0.46958406,0.03968316,2,0,2,0,1
2016D02016,large,130,0.4739933,0.03086468,2,0,3,0,0
2016D02016,large,130,0.28219136,0.03747854,1,0,3,0,0
2016D02016,large,NA,0.26896364,0.02866006,2,0,3,1,0
2016D02016,large,135,0.5070626,0.04629702,1,0,3,0,0
2016D02017,large,130,0.46737944,0.04188778,1,0,3,1,0
2016D02017,large,119,0.34392072,0.02866006,2,0,3,0,0
2016D02017,large,120,0.3747854,0.02645544,2,0,3,0,0
2016D02017,large,129,0.35273920000000003,0.02866006,2,0,3,0,0
2016D02017,large,124,0.37037616,0.01763696,1,0,3,0,0
2016D02017,large,NA,0.32187452,0.02645544,1,0,3,0,0
2016D02017,large,117,0.36596692000000003,0.02866006,1,0,3,0,0
2016D02017,large,123,0.3086468,0.01543234,1,0,3,0,0
2016D02017,large,119,0.33951148,0.02425082,1,0,3,0,0
2016D02017,large,119,0.35273920000000003,0.05291088,1,0,3,0,0
2016D02018,large,141,0.52029032,0.0330693,1,0,2,0,1
2016D02018,large,134,0.48060716,0.03527392,2,0,3,0,1
2016D02018,large,132,0.45415172,0.03527392,1,0,3,1,0
2016D02018,large,136,0.59745202,0.05070626,1,0,3,0,1
2016D02018,large,145,0.52249494,0.03527392,1,0,2,0,1
2016D02018,large,137,0.5004487400000001,0.03747854,1,0,3,0,1
2016D02018,large,146,0.6283167,0.03747854,2,0,1,0,1
2016D02018,large,131,0.40565008,0.03527392,1,0,3,0,0
2016D02018,large,135,0.54233652,0.044092400000000004,1,0,3,0,1
2016D02018,large,141,0.6393398,0.04188778,1,0,3,0,1
2016D02019,large,138,0.40344546,0.03527392,1,0,3,0,0
2016D02019,large,132,0.41667318,0.0330693,1,0,3,0,1
2016D02019,large,135,0.46958406,0.03527392,2,0,3,0,0
2016D02019,large,137,0.4739933,0.02866006,2,0,3,0,1
2016D02019,large,136,0.49824412,0.0330693,2,0,3,1,0
2016D02019,large,125,0.37699002,0.03527392,1,0,3,0,1
2016D02019,large,130,0.3637623,0.022046200000000002,2,0,1,1,0
2016D02019,large,131,0.57099658,0.03968316,2,0,3,0,0
2016D02019,large,132,0.59745202,0.03086468,1,0,3,0,0
2016D02019,large,131,0.41667318,0.0330693,2,0,3,0,0
2016D02019,small,85,NA,NA,2,0,3,0,0
2016D02020,large,133,0.4519471,0.04188778,2,0,3,0,0
2016D02020,large,136,0.42990090000000003,0.04188778,1,0,3,1,1
2016D02020,large,137,0.56879196,0.0330693,2,0,3,0,1
2016D02020,large,132,0.42549166,0.03527392,2,0,3,1,0
2016D02020,large,133,0.4739933,0.04850164,1,0,3,0,1
2016D02020,large,NA,0.27337288,0.01984158,1,0,3,0,0
2016D02020,large,134,0.41446856,0.03968316,1,0,3,0,0
2016D02020,large,124,0.46076558,NA,2,0,3,1,0
2016D02021,large,113,0.27778212,0.02425082,2,0,3,0,0
2016D02021,large,137,0.54674576,0.04629702,2,0,3,0,1
2016D02021,large,136,0.39242236,0.03747854,2,0,2,0,1
2016D02021,large,133,0.48060716,0.03527392,1,0,3,0,1
2016D02021,large,146,0.6172936,0.044092400000000004,2,0,2,0,1
2016D02021,large,147,0.73413846,0.0551155,1,0,3,0,1
2016D02021,small,99,NA,NA,1,0,3,0,0
2016D02022,large,141,0.54674576,0.05070626,1,0,3,1,0
2016D02022,large,141,0.59083816,0.05291088,2,0,3,0,0
2016D02022,large,124,0.32848838,0.03747854,2,0,3,1,0
2016D02022,large,131,0.46517482,0.03747854,1,0,3,0,0
2016D02022,large,141,0.69225068,0.05952474,1,0,3,0,0
2016D02022,large,126,0.41446856,0.0330693,1,0,3,0,0
2016D02022,large,134,0.4078547,0.0330693,1,0,3,0,0
2016D02022,large,121,0.37258078,0.0330693,1,0,3,0,0
2016D02022,large,128,0.38801312,0.03968316,2,0,3,0,0
2016D02022,large,134,0.46737944,0.03968316,1,0,3,1,0
2016D02023,large,138,0.38360388,0.04629702,2,0,3,0,0
2016D02023,large,129,0.41446856,0.0330693,1,0,3,0,0
2016D02023,large,123,0.3747854,0.03968316,1,0,3,0,1
2016D02023,large,128,0.39462698,0.0330693,1,0,3,0,0
2016D02023,large,122,0.44753786,0.03086468,2,0,3,0,0
2016D02023,large,129,0.36596692000000003,0.03747854,1,0,3,1,1
2016D02023,large,127,0.37258078,0.04188778,1,0,3,0,0
2016D02023,large,123,0.35053458,0.02866006,2,0,3,1,0
