tow_id,Bed,area_swept
2016D02001,WK1,0.0012386025563100001
2016D02002,WK1,0.00123070014305
2016D02003,WK1,0.0012236509060300001
2016D02004,WK1,0.00123205758858
2016D02005,WK1,0.00116094113576
2016D02006,WK1,0.00118936586083
2016D02007,WK1,0.00122198141919
2016D02008,WK1,0.00119201228713
2016D02009,WK1,0.00121919148022
2016D02010,WK1,0.00121135621509
2016D02011,WK1,0.0012087071555300002
2016D02013,WK1,0.00111076831635
2016D02014,WK1,0.00123202730609
2016D02015,WK1,0.0012507985
2016D02016,WK1,0.0012127729089700002
2016D02017,WK1,0.00121364056814
2016D02018,EK1,0.0011873672164900001
2016D02019,EK1,0.00123959002881
2016D02020,EK1,0.0011981333000000002
2016D02021,EK1,0.00120935362086
2016D02022,EK1,0.0011821006964900002
2016D02023,EK1,0.0012257772634800001
2016D02024,EK1,0.00118819142687
2016D02025,EK1,0.0012112996
2016D02026,EK1,0.00124121738349
2016D02027,EK1,0.00126618463818
2016D02028,EK1,0.00118825989163
2016D02029,EK1,0.00115955340774
2016D02030,EK1,0.00124667218158
2016D02031,EK1,0.00122586021117
2016D02032,EK1,0.0012026756735
2016D02033,EK1,0.00122927818265
2016D02034,EK1,0.00126539729344
2016D02035,EK1,0.00122051732663
2016D02038,EK1,0.00122930451525
2016D02039,EK1,0.0012255587029000002
2016D02040,EK1,0.0012099961363
2016D02041,EK1,0.00126903119224
2016D02042,EK1,0.0012282630609200002
2016D02043,EK1,0.00128937839226
2016D02046,EK1,0.0012082318521
2016D02047,EK1,0.00121983531229
2016D06001,KSH1,0.0013362609533
2016D06002,KSH1,0.0013176964703
2016D06003,KSH1,0.00131644172191
2016D06004,KSH1,0.0013241742899
2016D06005,KSH1,0.00131483411668
2016D06006,KSH1,0.0013169723237999999
2016D06008,KSH1,0.00130193772583
2016D06009,KSH1,0.0013004617836000001
2016D06010,KSH1,0.0013275053638
2016D06011,KSH1,0.00131417053516
2016D06012,KSH1,0.0013197109142
2016D06013,KSH1,0.0013122443054700002
2016D06014,KSH1,0.0013197504131000001
2016D06015,KSH1,0.0013199610739
2016D06016,KSH1,0.0013077295812000001
2016D06017,KSH1,0.0013295724729
2016D06018,KSH1,0.0013238056335
2016D06019,KSH1,0.0013849630970000002
2016D06020,KSH1,0.00131241941726
2016D06021,KSH1,0.00131311328127
2016D06022,KSH1,0.00130909097662
2016D06023,KSH1,0.0013090251451200001
2016D06024,KSH1,0.0013429626
2016D06027,KSH1,0.0014219604000000002
2016D06028,KSH1,0.0014482930000000002
2016D06029,KSH1,0.0014351267000000001
2016D06030,KSH1,0.001367188592
2016D06031,KSH1,0.0014219604000000002
2016D06032,KSH1,0.0014482930000000002
2016D06033,KSH1,0.0015272908
2016D06034,KSH1,0.0013824615000000001
2016D06035,KSH1,0.0014482930000000002
2016D06036,KSH1,0.0013429626
2016D06037,KSH1,0.0014219604000000002
2016D06038,KSH1,0.0014482930000000002
2016D06039,KSH1,0.0014482930000000002
2016D06040,KSH1,0.0013297963000000002
2016D06041,KSH1,0.0014614593000000001
2016D06042,KSH1,0.0013824615000000001
2016D06043,KSH1,0.0014351267000000001
2016D06044,KSH1,0.0012507985
2016D06045,KSH1,0.00121107313964
2016D06046,KSH1,0.0012112996
2016D06047,KSH1,0.0013832119791000002
2016D06048,KSH1,0.0013824615000000001
2016D06049,KSH1,0.0013297963000000002
2016D06050,KSH1,0.0014219604000000002
2016D06051,KSH1,0.0014219604000000002
2016D06052,KSH1,0.0013956278
2016D06053,KSH1,0.0013692952
2016D06054,KSH1,0.0013297963000000002
2016D06055,KSH1,0.001184967
2016D06056,KSH1,0.0013429626
2016D06057,KSH1,0.0014482930000000002
2016D06058,KSH1,0.0014219604000000002
2016D06059,KSH1,0.0013956278
2016D06060,KSH2,0.0013245547959700001
2016D06061,KSH2,0.0013692952
2016D06062,KSH2,0.0014219604000000002
2016D06063,KSH2,0.00131663
2016D06064,KSH2,0.00131663
2016D06065,KSH2,0.0014482930000000002
2016D06066,KSH2,0.00130153615368
2016D06067,KSH3,0.0014087941000000001
2016D06068,KSH3,0.0012902974
