tow_id,count,wt_lb,Size,Bed,area_swept
2017D06001,0,0,clapper,KSH1,0.00118935269453
2017D06001,13,0.7495708,small,KSH1,0.00118935269453
2017D06001,14,9.413727399999999,large,KSH1,0.00118935269453
2017D06001,27,10.1632982,all,KSH1,0.00118935269453
2017D06002,0,0,clapper,KSH1,0.00111173472277
2017D06002,8,0.19841579999999998,small,KSH1,0.00111173472277
2017D06002,31,24.647651599999996,large,KSH1,0.00111173472277
2017D06002,39,24.846067399999995,all,KSH1,0.00111173472277
2017D06004,0,0,clapper,KSH1,0.00120408710086
2017D06004,108,5.445411399999999,small,KSH1,0.00120408710086
2017D06004,25,15.895310199999999,large,KSH1,0.00120408710086
2017D06004,133,21.3407216,all,KSH1,0.00120408710086
2017D06005,0,0,clapper,KSH1,0.00115419209038
2017D06005,4,0.13227719999999998,small,KSH1,0.00115419209038
2017D06005,5,3.0203294,large,KSH1,0.00115419209038
2017D06005,9,3.1526066,all,KSH1,0.00115419209038
2017D06006,0,0,clapper,KSH1,0.00120946685104
2017D06006,196,8.8405262,small,KSH1,0.00120946685104
2017D06006,14,4.7619792,large,KSH1,0.00120946685104
2017D06006,210,13.602505399999998,all,KSH1,0.00120946685104
2017D06007,0,0,clapper,KSH1,0.00119199648757
2017D06007,124,7.363430799999999,small,KSH1,0.00119199648757
2017D06007,80,47.090683199999994,large,KSH1,0.00119199648757
2017D06007,204,54.45411399999999,all,KSH1,0.00119199648757
2017D06008,0,0,clapper,KSH1,0.00118299863815
2017D06008,54,2.20462,small,KSH1,0.00118299863815
2017D06008,28,15.255970399999999,large,KSH1,0.00118299863815
2017D06008,82,17.460590399999997,all,KSH1,0.00118299863815
2017D06009,0,0,clapper,KSH1,0.0011915580497800001
2017D06009,35,1.8739269999999997,small,KSH1,0.0011915580497800001
2017D06009,19,10.604222199999999,large,KSH1,0.0011915580497800001
2017D06009,54,12.478149199999999,all,KSH1,0.0011915580497800001
2017D06010,0,0,clapper,KSH1,0.00119704708025
2017D06010,0,0,small,KSH1,0.00119704708025
2017D06010,0,0,large,KSH1,0.00119704708025
2017D06010,0,0,all,KSH1,0.00119704708025
2017D06011,0,0,clapper,KSH1,0.00119588054607
2017D06011,42,2.5132667999999994,small,KSH1,0.00119588054607
2017D06011,24,18.166068799999998,large,KSH1,0.00119588054607
2017D06011,66,20.679335599999998,all,KSH1,0.00119588054607
2017D06012,0,0,clapper,KSH1,0.00119231511203
2017D06012,2,0.14550491999999998,small,KSH1,0.00119231511203
2017D06012,0,0,large,KSH1,0.00119231511203
2017D06012,2,0.14550491999999998,all,KSH1,0.00119231511203
2017D06013,0,0,clapper,KSH1,0.00117817055594
2017D06013,0,0,small,KSH1,0.00117817055594
2017D06013,0,0,large,KSH1,0.00117817055594
2017D06013,0,0,all,KSH1,0.00117817055594
2017D06014,0,0,clapper,KSH1,0.0011921255173100002
2017D06014,1,0.0220462,small,KSH1,0.0011921255173100002
2017D06014,1,0.7936631999999999,large,KSH1,0.0011921255173100002
2017D06014,2,0.8157093999999999,all,KSH1,0.0011921255173100002
2017D06015,0,0,clapper,KSH1,0.00121216989243
2017D06015,637,20.732246479999997,small,KSH1,0.00121216989243
2017D06015,8,4.784025399999999,large,KSH1,0.00121216989243
2017D06015,645,25.516271879999998,all,KSH1,0.00121216989243
2017D06016,0,0,clapper,KSH1,0.00118786885252
2017D06016,829,21.4289064,small,KSH1,0.00118786885252
2017D06016,16,7.914585799999999,large,KSH1,0.00118786885252
2017D06016,845,29.3434922,all,KSH1,0.00118786885252
2017D06017,0,0,clapper,KSH1,0.00119223348097
2017D06017,61,4.056500799999999,small,KSH1,0.00119223348097
2017D06017,19,9.193265399999998,large,KSH1,0.00119223348097
2017D06017,80,13.249766199999996,all,KSH1,0.00119223348097
2017D06018,0,0,clapper,KSH1,0.00118541070431
2017D06018,0,0,small,KSH1,0.00118541070431
2017D06018,0,0,large,KSH1,0.00118541070431
2017D06018,0,0,all,KSH1,0.00118541070431
