tow_id,size,sh,rwt_lb,mwt_lb,sex,weak,gonad,worm,mud
2017D06006,small,22,NA,NA,0,0,0,0,0
2017D06007,large,164,0.86421104,0.08818480000000001,1,0,4,1,0
2017D06007,large,126,0.40565008,0.04850164,2,0,4,0,0
2017D06007,large,161,0.75618466,0.08377556,2,0,3,1,0
2017D06007,large,123,0.31305604,0.03527392,2,0,4,0,0
2017D06007,large,171,1.01853444,0.0661386,1,1,3,1,0
2017D06007,large,139,0.46076558,0.04629702,1,0,4,1,0
2017D06007,large,153,1.11112848,0.07054784,1,0,4,1,0
2017D06007,large,143,0.63493056,0.06172936,1,0,3,1,0
2017D06007,large,145,0.6503629,0.06172936,2,0,4,0,0
2017D06007,large,128,0.44533324,0.0330693,1,0,4,0,0
2017D06007,small,90,NA,NA,1,0,3,0,0
2017D06007,small,53,NA,NA,0,0,0,0,0
2017D06007,small,58,NA,NA,0,0,0,0,0
2017D06007,small,14,NA,NA,0,0,0,0,0
2017D06007,small,38,NA,NA,0,0,0,0,0
2017D06007,small,59,NA,NA,0,0,0,0,0
2017D06007,small,54,NA,NA,0,0,0,0,0
2017D06007,small,59,NA,NA,0,0,0,0,0
2017D06007,small,54,NA,NA,0,0,0,0,0
2017D06007,small,88,NA,NA,0,0,0,0,0
2017D06008,large,159,0.83114174,0.07936632,2,0,4,1,0
2017D06008,large,138,0.45415172,0.0330693,1,1,3,0,0
2017D06008,large,121,0.36596692000000003,0.03527392,1,1,4,0,0
2017D06008,large,141,0.5004487400000001,0.05291088,1,0,4,0,0
2017D06008,large,138,0.53572266,0.05070626,1,0,4,1,0
2017D06008,large,144,0.57540582,0.044092400000000004,2,0,3,0,0
2017D06008,large,157,0.7495708,0.05952474,2,0,4,0,0
2017D06008,large,119,0.32848838,0.0330693,1,0,4,0,0
2017D06008,large,119,0.35053458,0.03747854,1,0,4,0,0
2017D06008,large,120,0.38139926,0.02866006,1,0,4,0,0
2017D06008,small,45,NA,NA,0,0,0,0,0
2017D06008,small,50,NA,NA,0,0,0,0,0
2017D06008,small,49,NA,NA,0,0,0,0,0
2017D06008,small,51,NA,NA,0,0,0,0,0
2017D06008,small,48,NA,NA,0,0,0,0,0
2017D06008,small,52,NA,NA,0,0,0,0,0
2017D06008,small,54,NA,NA,0,0,0,0,0
2017D06008,small,46,NA,NA,0,0,0,0,0
2017D06008,small,50,NA,NA,0,0,0,0,0
2017D06008,small,45,NA,NA,0,0,0,0,0
2017D06009,large,168,0.93034964,0.10361714,2,0,4,0,0
2017D06009,large,168,1.14199316,0.08377556,2,0,4,1,0
2017D06009,large,144,0.6062705,0.04629702,1,0,3,1,0
2017D06009,large,130,0.44533324,0.0330693,1,0,3,0,0
2017D06009,large,153,0.8267325,0.0771617,1,0,4,0,0
2017D06009,large,125,0.38801312,0.03968316,2,0,4,0,0
2017D06009,large,121,0.40124084,0.0330693,2,0,4,0,0
2017D06009,large,126,0.4078547,0.04188778,1,0,3,0,0
2017D06009,large,135,0.51588108,0.05070626,2,0,4,0,0
2017D06009,large,119,0.33289762,0.03086468,1,0,4,0,0
2017D06009,small,43,NA,NA,0,0,0,0,0
2017D06009,small,55,NA,NA,0,0,0,0,0
2017D06009,small,54,NA,NA,0,0,0,0,0
2017D06009,small,57,NA,NA,0,0,0,0,0
2017D06009,small,49,NA,NA,0,0,0,0,0
2017D06009,small,52,NA,NA,0,0,0,0,0
2017D06009,small,48,NA,NA,0,0,0,0,0
2017D06009,small,47,NA,NA,0,0,0,0,0
2017D06009,small,54,NA,NA,0,0,0,0,0
2017D06009,small,53,NA,NA,0,0,0,0,0
2017D06011,large,153,0.7275246,0.0551155,1,0,4,1,0
2017D06011,large,175,0.87302952,0.09700328,1,1,4,2,0
2017D06011,large,151,0.8267325,0.07495708,2,0,4,1,0
2017D06011,large,167,0.9700328,0.09259404,2,0,4,0,0
2017D06011,large,161,0.86421104,0.09479866,2,0,4,0,0
2017D06011,large,144,0.58863354,0.06393398,2,0,4,0,0
2017D06011,large,155,0.73413846,0.08157094,2,0,4,1,0
2017D06011,large,116,0.33289762,0.03527392,1,0,4,0,0
2017D06011,large,121,0.37037616,0.03968316,2,0,4,0,0
2017D06011,small,61,NA,NA,0,0,0,0,0
2017D06011,small,62,NA,NA,0,0,0,0,0
2017D06011,small,89,NA,NA,1,0,3,0,0
2017D06011,small,59,NA,NA,0,0,0,0,0
2017D06011,small,59,NA,NA,0,0,0,0,0
2017D06011,small,60,NA,NA,0,0,0,0,0
2017D06011,small,66,NA,NA,0,0,0,0,0
2017D06011,small,61,NA,NA,0,0,0,0,0
2017D06011,small,67,NA,NA,0,0,0,0,0
2017D06011,small,60,NA,NA,0,0,0,0,0
2017D06012,small,95,NA,NA,1,0,3,0,0
2017D06012,small,59,NA,NA,0,0,0,0,0
2017D06014,large,146,0.78704934,0.09700328,1,0,4,2,0
2017D06014,small,29,NA,NA,0,0,0,0,0
2017D06015,large,133,0.50485798,0.04629702,2,0,1,0,0
2017D06015,large,113,0.30423756,0.02645544,1,0,4,0,0
2017D06015,large,141,0.59745202,0.05952474,2,0,4,0,0
2017D06015,large,126,0.44312862000000003,0.04629702,1,0,4,0,0
2017D06015,large,159,0.8708249,0.08818480000000001,2,0,4,0,0
2017D06015,large,151,0.79807244,0.08157094,2,0,4,0,0
2017D06015,large,145,0.6547721400000001,0.07495708,2,0,4,1,0
2017D06015,large,112,0.38360388,0.03968316,1,0,4,0,0
2017D06015,small,17,NA,NA,0,0,0,0,0
2017D06015,small,20,NA,NA,0,0,0,0,0
2017D06015,small,23,NA,NA,0,0,0,0,0
2017D06015,small,21,NA,NA,0,0,0,0,0
2017D06015,small,24,NA,NA,0,0,0,0,0
2017D06015,small,44,NA,NA,0,0,0,0,0
2017D06015,small,61,NA,NA,1,0,3,0,0
2017D06015,small,65,NA,NA,1,0,3,0,0
2017D06015,small,72,NA,NA,2,0,3,0,0
2017D06015,small,23,NA,NA,0,0,0,0,0
2017D06016,large,113,0.32407914,0.03968316,1,0,4,0,0
2017D06016,large,176,1.21033638,0.1322772,2,0,4,3,0
2017D06016,large,109,0.32187452,0.03086468,1,0,4,0,0
2017D06016,large,149,0.7936632,0.08157094,2,0,4,0,0
2017D06016,large,109,0.28219136,0.02645544,2,0,4,0,0
2017D06016,large,110,0.2755775,0.02866006,1,0,4,0,0
2017D06016,large,150,0.74736618,0.0661386,2,0,4,0,0
2017D06016,large,112,0.34612534,0.03086468,2,0,4,0,0
2017D06016,large,123,0.41446856,0.04188778,1,0,4,0,0
2017D06016,large,124,0.43871938,0.04629702,1,0,4,0,0
2017D06016,small,66,NA,NA,1,0,3,0,0
2017D06016,small,68,NA,NA,1,0,3,0,0
2017D06016,small,55,NA,NA,0,0,0,0,0
2017D06016,small,24,NA,NA,0,0,0,0,0
2017D06016,small,23,NA,NA,0,0,0,0,0
2017D06016,small,19,NA,NA,0,0,0,0,0
2017D06016,small,22,NA,NA,0,0,0,0,0
2017D06016,small,23,NA,NA,0,0,0,0,0
2017D06016,small,20,NA,NA,0,0,0,0,0
2017D06016,small,20,NA,NA,0,0,0,0,0
2017D06017,large,149,0.6834322,0.05732012,1,0,4,0,0
2017D06017,large,125,0.36596692000000003,0.044092400000000004,1,0,4,0,0
2017D06017,large,158,0.82011864,0.0771617,2,0,4,0,0
2017D06017,large,114,0.30203294,0.02645544,2,0,4,0,0
2017D06017,large,112,0.27998674,0.02866006,1,0,4,0,0
2017D06017,large,147,0.82452788,0.08157094,2,0,4,0,0
2017D06017,large,113,0.27778212,0.0330693,1,0,4,0,0
2017D06017,large,145,0.66359062,0.05952474,2,0,4,0,0
2017D06017,large,125,0.35494382,0.03968316,2,0,4,0,0
2017D06017,large,114,0.30423756,0.03527392,2,0,3,0,0
2017D06017,small,95,NA,NA,1,0,4,0,0
2017D06017,small,90,NA,NA,2,0,3,0,0
2017D06017,small,63,NA,NA,0,0,0,0,0
2017D06017,small,58,NA,NA,0,0,0,0,0
2017D06017,small,60,NA,NA,0,0,0,0,0
2017D06017,small,55,NA,NA,0,0,0,0,0
2017D06017,small,58,NA,NA,0,0,0,0,0
2017D06017,small,53,NA,NA,0,0,0,0,0
2017D06017,small,49,NA,NA,0,0,0,0,0
2017D06017,small,43,NA,NA,0,0,0,0,0
2017D06020,large,131,0.45856096,0.04188778,2,0,4,0,0
2017D06020,large,175,0.95460046,0.09479866,1,1,3,0,0
2017D06020,large,163,0.9259404,0.07936632,2,0,4,1,0
2017D06020,large,120,0.45635634,0.03086468,1,0,4,0,0
2017D06020,large,117,0.28880522000000003,0.02645544,2,0,4,0,0
2017D06020,large,138,0.53572266,0.04629702,1,0,4,0,1
2017D06020,large,128,0.44753786,0.03968316,1,0,4,0,0
2017D06020,large,123,0.3968316,0.04188778,1,0,4,0,0
2017D06020,large,135,0.5004487400000001,0.0551155,2,0,4,0,0
2017D06020,large,127,0.41005932,0.03968316,2,0,4,0,0
2017D06020,small,79,NA,NA,2,0,3,0,0
2017D06020,small,82,NA,NA,1,0,3,0,0
2017D06020,small,80,NA,NA,1,0,3,0,0
2017D06020,small,76,NA,NA,2,0,3,0,0
2017D06020,small,58,NA,NA,0,0,0,0,0
2017D06020,small,54,NA,NA,0,0,0,0,0
2017D06020,small,55,NA,NA,0,0,0,0,0
2017D06020,small,61,NA,NA,0,0,0,0,0
2017D06020,small,60,NA,NA,0,0,0,0,0
2017D06020,small,40,NA,NA,0,0,0,0,0
2017D06024,large,170,0.9810559,0.10141252,2,1,4,0,0
2017D06024,large,160,0.72091074,0.0661386,1,1,3,0,0
2017D06024,large,151,0.6283167,0.05952474,2,1,3,0,0
2017D06024,large,147,0.6944553,0.07275246,1,0,4,0,0
2017D06024,large,144,0.59304278,0.0551155,1,0,4,0,0
2017D06024,large,163,0.91932654,0.07054784,1,1,3,1,0
2017D06024,large,124,0.38139926,0.03747854,1,0,4,0,0
2017D06024,large,128,0.37699002,0.03968316,2,0,4,0,0
2017D06024,large,128,0.45635634,0.04850164,1,0,4,0,0
2017D06024,large,120,0.35935306,0.03527392,2,0,3,0,0
2017D06024,small,77,NA,NA,1,0,3,0,0
2017D06024,small,86,NA,NA,2,0,3,0,0
2017D06024,small,88,NA,NA,2,0,1,0,0
2017D06024,small,56,NA,NA,0,0,0,0,0
2017D06024,small,60,NA,NA,0,0,0,0,0
2017D06024,small,52,NA,NA,0,0,0,0,0
2017D06024,small,55,NA,NA,0,0,0,0,0
2017D06024,small,58,NA,NA,0,0,0,0,0
2017D06024,small,50,NA,NA,0,0,0,0,0
2017D06024,small,50,NA,NA,0,0,0,0,0
2017D06025,large,161,0.71870612,0.07936632,2,0,4,0,0
2017D06025,large,155,0.64815828,0.06393398,2,0,4,0,0
2017D06025,large,142,0.58863354,0.04629702,2,0,4,0,0
2017D06025,large,155,0.6834322,0.0661386,1,0,4,0,0
2017D06025,large,168,0.9810559,0.09700328,2,0,4,0,0
2017D06025,large,147,0.55556424,0.04850164,1,0,4,1,0
2017D06025,large,134,0.5070626,0.04188778,1,0,4,0,0
2017D06025,large,137,0.48942564,0.044092400000000004,2,0,4,0,0
2017D06025,large,108,0.26896364,0.02425082,1,0,4,0,0
2017D06025,large,118,0.28880522000000003,0.03086468,1,0,4,0,0
2017D06025,small,93,NA,NA,2,0,3,0,0
2017D06025,small,78,NA,NA,2,0,3,0,0
2017D06025,small,78,NA,NA,1,0,3,0,0
2017D06025,small,76,NA,NA,2,0,3,0,0
2017D06025,small,45,NA,NA,0,0,0,0,0
2017D06025,small,47,NA,NA,0,0,0,0,0
2017D06025,small,48,NA,NA,0,0,0,0,0
2017D06025,small,45,NA,NA,0,0,0,0,0
2017D06025,small,49,NA,NA,0,0,0,0,0
2017D06025,small,51,NA,NA,0,0,0,0,0
2017D06026,large,161,0.85539256,0.06393398,1,0,4,0,0
2017D06026,large,164,0.87523414,0.07275246,1,0,4,0,0
2017D06026,large,146,0.440924,0.02866006,1,1,3,0,0
2017D06026,large,139,0.46517482,0.044092400000000004,1,0,4,0,0
2017D06026,large,137,0.47178868,0.044092400000000004,1,0,4,0,0
2017D06026,large,166,0.85098332,0.08377556,1,0,4,0,0
2017D06026,large,150,0.62170284,0.0661386,2,0,4,0,0
2017D06026,large,136,0.46958406,0.04629702,1,0,4,0,0
2017D06026,large,152,0.72091074,0.06172936,2,0,4,0,0
2017D06026,large,155,0.80027706,0.0551155,1,0,4,1,0
2017D06026,small,44,NA,NA,0,0,0,0,0
2017D06026,small,45,NA,NA,0,0,0,0,0
2017D06026,small,42,NA,NA,0,0,0,0,0
2017D06026,small,42,NA,NA,0,0,0,0,0
2017D06026,small,43,NA,NA,0,0,0,0,0
2017D06026,small,40,NA,NA,0,0,0,0,0
2017D06026,small,41,NA,NA,0,0,0,0,0
2017D06026,small,37,NA,NA,0,0,0,0,0
2017D06026,small,36,NA,NA,0,0,0,0,0
2017D06026,small,25,NA,NA,0,0,0,0,0
2017D06027,large,160,0.82011864,0.08818480000000001,2,0,3,0,0
2017D06027,large,161,0.80027706,0.09038942,2,0,4,0,0
2017D06027,large,169,0.84436946,0.0771617,2,1,4,0,0
2017D06027,large,134,0.44974248,0.03968316,2,0,4,0,0
2017D06027,large,145,0.67902296,0.06834322,1,0,4,0,0
2017D06027,large,106,0.22707586,0.02425082,2,0,4,0,0
2017D06027,large,166,0.96121432,0.09479866,2,0,4,0,0
2017D06027,large,109,0.25794054,0.022046200000000002,1,0,4,0,0
2017D06027,large,137,0.55335962,0.0551155,1,0,4,0,0
2017D06027,large,110,0.29100984,0.02866006,1,0,4,0,0
2017D06027,small,87,NA,NA,2,0,3,0,0
2017D06027,small,67,NA,NA,1,0,3,0,0
2017D06027,small,57,NA,NA,1,0,3,0,0
2017D06027,small,60,NA,NA,0,0,0,0,0
2017D06027,small,61,NA,NA,0,0,0,0,0
2017D06027,small,57,NA,NA,0,0,0,0,0
2017D06027,small,56,NA,NA,0,0,0,0,0
2017D06027,small,54,NA,NA,0,0,0,0,0
2017D06027,small,55,NA,NA,0,0,0,0,0
2017D06027,small,52,NA,NA,0,0,0,0,0
2017D06028,large,141,0.54674576,0.06393398,1,0,4,0,0
2017D06028,large,126,0.45635634,0.04188778,2,0,3,0,0
2017D06028,large,156,0.6503629,0.04629702,1,0,3,1,0
2017D06028,large,141,0.55335962,0.05291088,2,0,4,0,0
2017D06028,large,134,0.44974248,0.03968316,2,0,4,0,0
2017D06028,large,169,0.98766976,0.08377556,2,0,4,0,0
2017D06028,large,158,0.97885128,0.0771617,1,0,4,0,0
2017D06028,large,143,0.65918138,0.05732012,1,0,4,0,0
2017D06028,large,124,0.37699002,0.04188778,1,0,4,0,0
2017D06028,large,125,0.37037616,0.03968316,2,0,4,0,0
2017D06028,small,104,NA,NA,2,0,3,0,0
2017D06028,small,104,NA,NA,1,0,3,0,0
2017D06028,small,103,NA,NA,2,0,3,0,0
2017D06028,small,106,NA,NA,1,0,3,0,0
2017D06028,small,80,NA,NA,1,0,3,0,0
2017D06028,small,88,NA,NA,2,0,3,0,0
2017D06028,small,76,NA,NA,2,0,3,0,0
2017D06028,small,54,NA,NA,0,0,0,0,0
2017D06028,small,56,NA,NA,0,0,0,0,0
2017D06028,small,56,NA,NA,0,0,0,0,0
2017D06029,large,161,0.79807244,0.070768302,1,0,4,0,0
2017D06029,large,160,0.76279852,0.07054784,2,0,4,0,0
2017D06029,large,158,0.81350478,0.0661386,1,1,4,1,0
2017D06029,large,160,0.80027706,0.07495708,1,1,4,1,0
2017D06029,large,150,0.74295694,0.0551155,1,1,4,1,0
2017D06029,large,125,0.39242236,0.0330693,1,0,4,1,0
2017D06029,large,128,0.41005932,0.03747854,2,0,4,0,0
2017D06029,large,145,0.57981506,0.05291088,1,0,4,1,0
2017D06029,large,142,0.53351804,0.06172936,1,0,4,0,0
2017D06029,large,120,0.36155768,0.03086468,2,0,4,0,0
2017D06029,small,87,NA,NA,1,0,3,0,0
2017D06029,small,77,NA,NA,2,0,3,0,0
2017D06029,small,71,NA,NA,1,0,3,0,0
2017D06029,small,70,NA,NA,2,0,3,0,0
2017D06029,small,72,NA,NA,2,0,3,0,0
2017D06029,small,64,NA,NA,2,0,3,0,0
2017D06029,small,46,NA,NA,0,0,0,0,0
2017D06029,small,45,NA,NA,0,0,0,0,0
2017D06029,small,43,NA,NA,0,0,0,0,0
2017D06029,small,40,NA,NA,0,0,0,0,0
2017D06030,large,163,0.68784144,0.06834322,2,1,3,0,0
2017D06030,large,163,0.87964338,0.0771617,1,0,4,0,0
2017D06030,large,143,0.53351804,0.0551155,2,0,4,0,0
2017D06030,large,138,0.47619792,0.04629702,1,0,4,0,0
2017D06030,large,140,0.62390746,0.05291088,2,0,4,0,0
2017D06030,large,121,0.35494382,0.03086468,2,0,4,0,0
2017D06030,large,114,0.27337288,0.0330693,1,0,3,0,0
2017D06030,large,175,1.06042222,0.07275246,1,0,4,0,0
2017D06030,large,152,0.69004606,0.0661386,1,0,4,0,0
2017D06030,large,159,0.77382162,0.08377556,2,0,4,0,0
2017D06030,small,98,NA,NA,1,0,4,0,0
2017D06030,small,79,NA,NA,1,0,3,0,0
2017D06030,small,76,NA,NA,1,0,3,0,0
2017D06030,small,52,NA,NA,0,0,0,0,0
2017D06030,small,43,NA,NA,0,0,0,0,0
2017D06030,small,45,NA,NA,0,0,0,0,0
2017D06030,small,45,NA,NA,0,0,0,0,0
2017D06030,small,43,NA,NA,0,0,0,0,0
2017D06030,small,44,NA,NA,0,0,0,0,0
2017D06030,small,27,NA,NA,0,0,0,0,0
2017D06032,small,41,NA,NA,0,0,0,0,0
2017D06032,small,39,NA,NA,0,0,0,0,0
2017D06032,small,40,NA,NA,0,0,0,0,0
2017D06032,small,34,NA,NA,0,0,0,0,0
2017D06033,large,180,0.5842243,0.06393398,2,0,4,0,0
2017D06033,large,147,0.60186126,0.05732012,1,0,3,0,0
2017D06033,large,146,0.41005932,0.022046200000000002,1,0,3,0,0
2017D06033,large,157,0.67681834,0.05732012,1,0,4,1,0
2017D06033,large,149,0.66799986,0.05952474,2,0,4,0,0
2017D06033,large,136,0.48942564,0.04188778,2,0,4,0,0
2017D06033,small,89,NA,NA,2,0,4,0,0
2017D06033,small,87,NA,NA,1,0,3,0,0
2017D06033,small,71,NA,NA,0,0,0,0,0
2017D06033,small,62,NA,NA,0,0,0,0,0
2017D06033,small,43,NA,NA,0,0,0,0,0
2017D06033,small,41,NA,NA,0,0,0,0,0
2017D06033,small,39,NA,NA,0,0,0,0,0
2017D06033,small,39,NA,NA,0,0,0,0,0
2017D06033,small,27,NA,NA,0,0,0,0,0
2017D06033,small,20,NA,NA,0,0,0,0,0
2017D06034,large,151,0.61949822,0.05952474,1,0,4,0,0
2017D06034,large,173,0.76941238,0.0551155,1,0,4,0,0
2017D06034,large,159,0.7605939,0.06834322,2,0,4,0,0
2017D06034,large,128,0.43871938,0.0330693,1,0,4,0,0
2017D06034,large,183,1.04278526,0.05291088,2,1,3,1,0
2017D06034,large,150,0.6834322,0.05291088,2,0,4,0,0
2017D06034,large,152,0.72531998,0.07275246,2,0,4,0,0
2017D06034,small,107,NA,NA,2,0,4,0,0
2017D06034,small,84,NA,NA,1,0,3,0,0
2017D06034,small,44,NA,NA,0,0,0,0,0
2017D06034,small,40,NA,NA,0,0,0,0,0
2017D06034,small,44,NA,NA,0,0,0,0,0
2017D06034,small,42,NA,NA,0,0,0,0,0
2017D06035,large,160,0.74736618,0.0661386,1,0,4,0,0
2017D06035,large,143,0.53131342,0.04188778,2,0,3,0,0
2017D06035,large,162,0.75398004,0.06393398,1,0,4,1,0
2017D06035,large,151,0.5952474,0.04850164,2,0,3,0,0
2017D06035,large,156,0.72531998,0.06393398,2,0,3,0,0
2017D06035,large,152,0.61949822,0.0551155,1,1,3,1,0
2017D06035,large,181,1.04939912,0.0771617,2,1,4,0,0
2017D06035,large,142,0.5180857,0.04850164,2,0,4,0,0
2017D06035,large,152,0.65256752,0.06834322,2,0,4,1,0
2017D06035,small,45,NA,NA,0,0,0,0,0
2017D06035,small,43,NA,NA,0,0,0,0,0
2017D06035,small,46,NA,NA,0,0,0,0,0
2017D06035,small,41,NA,NA,0,0,0,0,0
2017D06035,small,39,NA,NA,0,0,0,0,0
2017D06035,small,41,NA,NA,0,0,0,0,0
2017D06035,small,44,NA,NA,0,0,0,0,0
2017D06035,small,45,NA,NA,0,0,0,0,0
2017D06035,small,37,NA,NA,0,0,0,0,0
2017D06035,small,40,NA,NA,0,0,0,0,0
2017D06036,large,147,0.64815828,0.05952474,2,0,4,0,0
2017D06036,small,75,NA,NA,1,0,3,0,0
2017D06036,small,36,NA,NA,0,0,0,0,0
2017D06037,large,155,0.68122758,0.05732012,2,0,4,0,0
2017D06037,small,66,NA,NA,0,0,0,0,0
2017D06037,small,30,NA,NA,0,0,0,0,0
2017D06038,large,142,0.52690418000000006,0.044092400000000004,2,0,4,0,0
2017D06038,large,180,1.03176216,0.08157094,2,1,4,0,0
2017D06038,large,155,0.7502321860000001,0.0661386,2,0,4,0,0
2017D06038,small,70,NA,NA,1,0,3,0,0
2017D06039,large,170,0.90830344,0.08377556,1,0,4,1,0
2017D06039,large,149,0.5180857,0.05070626,1,0,3,1,0
2017D06039,large,144,0.6393398,0.07054784,1,0,4,0,0
2017D06039,large,160,0.63493056,0.05732012,2,1,4,0,0
2017D06039,large,192,1.322772,0.09259404,1,0,4,0,0
2017D06039,large,172,0.8862572400000001,0.09038942,2,0,4,1,0
2017D06039,large,172,0.81791402,0.07054784,1,1,3,1,0
2017D06039,large,175,1.00971596,0.08818480000000001,1,0,4,0,0
2017D06039,large,105,0.2535313,0.02425082,1,0,3,0,0
2017D06039,large,144,0.5732012,0.05070626,1,0,4,0,0
2017D06039,small,86,NA,NA,2,0,3,1,0
2017D06039,small,93,NA,NA,1,0,4,0,0
2017D06039,small,47,NA,NA,0,0,0,0,0
2017D06039,small,46,NA,NA,0,0,0,0,0
2017D06039,small,50,NA,NA,0,0,0,0,0
2017D06039,small,47,NA,NA,0,0,0,0,0
2017D06039,small,47,NA,NA,0,0,0,0,0
2017D06039,small,50,NA,NA,0,0,0,0,0
2017D06039,small,47,NA,NA,0,0,0,0,0
2017D06039,small,45,NA,NA,0,0,0,0,0
2017D06040,large,138,0.4739933,0.04850164,1,1,4,0,0
2017D06040,large,177,0.93255426,0.07936632,1,1,4,0,0
2017D06040,large,136,0.48942564,0.05070626,2,1,4,0,0
2017D06040,large,113,0.24030358,0.02645544,1,0,3,0,0
2017D06040,large,157,0.68122758,0.06393398,2,0,4,0,0
2017D06040,large,112,0.27337288,0.02645544,2,0,4,0,0
2017D06040,large,147,0.6944553,0.06393398,2,0,4,0,0
