shell_id,tow,samp_grp,rcode,shell_num,whole_wt,sex,gonad,meat_condition,size,mud_blister,shell_worm,damage,shell_retained,meat_weight,samptime
307,19010020,1,74120,8,116,1,3,0,117.00,0,0,0,1,11,2019-05-07 08:58:19
308,19010020,1,74120,9,84,2,3,0,101.00,0,0,0,1,6,2019-05-07 08:58:23
309,19010020,1,74120,10,82,2,3,0,103.00,0,0,0,1,6,2019-05-07 08:58:27
310,19010020,2,74120,11,,1,3,0,95.00,0,0,0,1,,2019-05-07 08:58:37
311,19010020,2,74120,12,,1,3,0,82.00,0,0,0,1,,2019-05-07 09:07:44
312,19010020,2,74120,13,,1,2,0,82.00,0,0,0,1,,2019-05-07 09:07:49
313,19010020,2,74120,14,,2,3,0,99.00,0,0,0,1,,2019-05-07 09:08:17
314,19010020,2,74120,15,,0,0,0,45.00,0,0,0,1,,2019-05-07 09:08:43
315,19010021,1,74120,1,194,1,3,0,131.00,1,1,0,1,22,2019-05-07 09:08:48
316,19010021,1,74120,2,196,1,3,0,130.00,0,0,3,1,19,2019-05-07 09:38:23
317,19010021,1,74120,3,169,2,3,0,126.00,0,0,0,1,14,2019-05-07 09:38:27
318,19010021,1,74120,4,178,2,3,0,126.00,0,0,0,1,16,2019-05-07 09:38:34
319,19010021,1,74120,5,183,1,3,0,131.00,0,0,0,1,17,2019-05-07 09:38:40
320,19010021,1,74120,6,153,2,3,0,116.00,0,0,2,1,14,2019-05-07 09:38:43
321,19010021,1,74120,7,136,1,3,0,118.00,0,0,2,1,12,2019-05-07 09:38:47
322,19010021,1,74120,8,144,1,3,0,119.00,0,0,0,1,11,2019-05-07 09:38:54
323,19010021,1,74120,9,124,1,3,0,118.00,0,0,12,1,10,2019-05-07 09:38:57
324,19010021,1,74120,10,143,1,3,0,114.00,0,0,0,1,11,2019-05-07 09:39:01
325,19010021,2,74120,11,,1,3,0,83.00,0,0,0,1,,2019-05-07 09:47:03
326,19010021,2,74120,12,,1,3,0,85.00,0,0,0,1,,2019-05-07 09:48:41
327,19010021,2,74120,13,,1,2,0,64.00,0,0,0,1,,2019-05-07 09:48:48
328,19010021,2,74120,14,,1,2,0,70.00,0,0,0,1,,2019-05-07 09:49:37
329,19010021,2,74120,15,,1,2,0,60.00,0,0,0,1,,2019-05-07 09:49:42
330,19010021,2,74120,16,,1,2,0,61.00,0,0,0,1,,2019-05-07 09:49:54
331,19010021,2,74120,17,,0,0,0,54.00,0,0,0,1,,2019-05-07 09:50:18
332,19010021,2,74120,18,,0,0,0,31.00,0,0,0,1,,2019-05-07 09:50:22
333,19010021,2,74120,19,,0,0,0,33.00,0,0,0,1,,2019-05-07 09:51:21
334,19010021,2,74120,20,,0,0,0,24.00,0,0,0,1,,2019-05-07 09:51:25
335,19010022,1,74120,1,286,1,3,0,146.00,0,0,0,1,24,2019-05-07 10:26:41
336,19010022,1,74120,2,166,1,3,0,124.00,0,0,0,1,10,2019-05-07 10:26:53
337,19010022,1,74120,3,132,2,3,0,103.00,0,0,0,1,10,2019-05-07 10:26:55
338,19010022,1,74120,4,132,1,3,0,110.00,0,0,0,1,10,2019-05-07 10:26:59
339,19010022,1,74120,5,133,1,3,0,114.00,0,0,0,1,8,2019-05-07 10:27:06
340,19010022,1,74120,6,100,2,3,0,101.00,0,0,0,1,7,2019-05-07 10:27:16
341,19010022,1,74120,7,104,1,3,0,107.00,0,0,0,1,8,2019-05-07 10:27:23
342,19010022,1,74120,8,100,2,3,0,102.00,0,0,0,1,8,2019-05-07 10:27:25
343,19010022,1,74120,9,120,2,3,0,106.00,0,0,0,1,8,2019-05-07 10:27:29
344,19010022,1,74120,10,104,1,3,0,102.00,0,0,0,1,7,2019-05-07 10:27:34
345,19010022,2,74120,11,,2,3,0,94.00,0,0,0,1,,2019-05-07 10:34:55
346,19010022,2,74120,12,,2,3,0,89.00,0,0,0,1,,2019-05-07 10:41:47
347,19010022,2,74120,13,,2,3,0,72.00,0,0,0,1,,2019-05-07 10:41:51
348,19010022,2,74120,14,,1,0,0,45.00,0,0,0,1,,2019-05-07 10:42:02
349,19010022,2,74120,15,,0,0,0,39.00,0,0,0,1,,2019-05-07 10:42:33
350,19010022,2,74120,16,,0,0,0,39.00,0,0,0,1,,2019-05-07 10:42:57
351,19010022,2,74120,17,,0,0,0,39.00,0,0,0,1,,2019-05-07 10:43:07
352,19010022,2,74120,18,,0,0,0,34.00,0,0,0,1,,2019-05-07 10:43:18
353,19010022,2,74120,19,,0,0,0,30.00,0,0,0,1,,2019-05-07 10:43:35
354,19010022,2,74120,20,,0,0,0,26.00,0,0,0,1,,2019-05-07 10:43:40
355,19010023,1,74120,1,182,1,3,0,132.00,0,0,0,1,18,2019-05-07 11:27:44
356,19010023,1,74120,2,139,2,3,0,115.00,0,0,0,1,11,2019-05-07 11:28:11
357,19010023,1,74120,3,101,2,3,0,105.00,0,0,0,1,7,2019-05-07 11:28:16
358,19010023,1,74120,4,193,1,3,0,128.00,0,0,0,1,17,2019-05-07 11:28:19
359,19010023,1,74120,5,106,1,3,0,109.00,0,0,0,1,9,2019-05-07 11:28:25
360,19010023,1,74120,6,134,1,3,0,114.00,0,0,0,1,9,2019-05-07 11:28:31
361,19010023,1,74120,7,93,2,3,0,102.00,0,0,0,1,7,2019-05-07 11:28:34
362,19010023,1,74120,8,114,2,3,0,108.00,0,0,0,1,8,2019-05-07 11:28:38
363,19010023,1,74120,9,93,1,3,0,101.00,0,0,0,1,7,2019-05-07 11:28:43
364,19010023,1,74120,10,102,2,3,0,104.00,0,0,0,1,9,2019-05-07 11:28:47
365,19010023,2,74120,11,,1,3,0,95.00,0,0,0,1,,2019-05-07 11:34:38
366,19010023,2,74120,12,,1,3,0,90.00,0,0,0,1,,2019-05-07 11:41:46
367,19010023,2,74120,13,,1,3,0,64.00,0,0,0,1,,2019-05-07 11:41:49
368,19010023,2,74120,14,,2,3,0,88.00,0,0,0,1,,2019-05-07 11:42:24
369,19010023,2,74120,15,,2,3,0,75.00,0,0,0,1,,2019-05-07 11:42:40
370,19010023,2,74120,16,,0,0,0,42.00,0,0,0,1,,2019-05-07 11:42:45
371,19010023,2,74120,17,,0,0,0,31.00,0,0,0,1,,2019-05-07 11:43:07
372,19010023,2,74120,18,,0,0,0,24.00,0,0,0,1,,2019-05-07 11:43:13
373,19010023,2,74120,19,,0,0,0,24.00,0,0,0,1,,2019-05-07 11:43:30
374,19010023,2,74120,20,,0,0,0,18.00,0,0,0,1,,2019-05-07 11:43:46
375,19010025,1,74120,1,91,2,3,0,108.00,0,0,0,1,8,2019-05-07 13:15:48
376,19010025,2,74120,11,,1,2,0,94.00,0,0,0,1,,2019-05-07 13:16:56
377,19010025,2,74120,12,,1,2,0,64.00,0,0,0,1,,2019-05-07 13:21:42
378,19010025,2,74120,13,,1,2,0,63.00,0,0,0,1,,2019-05-07 13:22:00
379,19010025,2,74120,14,,2,3,0,85.00,0,0,0,1,,2019-05-07 13:22:09
380,19010025,2,74120,15,,0,0,0,31.00,0,0,0,1,,2019-05-07 13:22:25
381,19010025,2,74120,16,,0,0,0,17.00,0,0,0,1,,2019-05-07 13:22:57
382,19010026,1,74120,1,242,2,3,0,139.00,0,0,0,1,24,2019-05-07 13:23:04
383,19010026,1,74120,2,161,1,3,0,122.00,0,0,0,1,14,2019-05-07 15:20:29
384,19010026,1,74120,3,161,2,3,0,123.00,0,0,0,1,13,2019-05-07 15:20:32
385,19010026,1,74120,4,161,2,3,0,118.00,0,0,0,1,13,2019-05-07 15:20:51
386,19010026,1,74120,5,144,1,3,0,118.00,0,0,3,1,12,2019-05-07 15:20:53
387,19010026,1,74120,6,133,1,3,0,116.00,0,0,0,1,12,2019-05-07 15:20:57
388,19010026,1,74120,7,104,1,3,0,109.00,0,0,0,1,9,2019-05-07 15:20:58
389,19010026,1,74120,8,111,1,3,0,105.00,0,0,0,1,8,2019-05-07 15:21:00
390,19010026,1,74120,9,115,2,3,0,104.00,0,0,0,1,9,2019-05-07 15:21:09
391,19010026,1,74120,10,75,1,3,0,96.00,0,0,0,1,6,2019-05-07 15:21:12
392,19010026,2,74120,11,,1,3,0,79.00,0,0,0,1,,2019-05-07 15:29:24
393,19010026,2,74120,12,,1,3,0,67.00,0,0,0,1,,2019-05-07 15:33:21
394,19010026,2,74120,13,,2,3,0,86.00,0,0,0,1,,2019-05-07 15:33:27
395,19010026,2,74120,14,,2,3,0,79.00,0,0,0,1,,2019-05-07 15:33:42
396,19010026,2,74120,15,,2,3,0,75.00,0,0,0,1,,2019-05-07 15:34:01
397,19010026,2,74120,16,,2,3,0,83.00,0,0,0,1,,2019-05-07 15:34:05
398,19010026,2,74120,17,,0,0,0,45.00,0,0,0,1,,2019-05-07 15:34:19
399,19010026,2,74120,18,,0,0,0,43.00,0,0,0,1,,2019-05-07 15:34:45
400,19010026,2,74120,19,,0,0,0,48.00,0,0,0,1,,2019-05-07 15:34:50
401,19010026,2,74120,20,,0,0,0,31.00,0,0,0,1,,2019-05-07 15:35:25
402,19010027,1,74120,1,224,1,3,0,132.00,0,0,0,1,17,2019-05-07 15:35:29
403,19010027,1,74120,2,170,2,3,0,118.00,0,0,0,1,11,2019-05-07 15:59:27
404,19010027,1,74120,3,146,1,3,0,113.00,0,0,0,1,10,2019-05-07 15:59:32
405,19010027,1,74120,4,144,2,3,0,116.00,0,0,0,1,9,2019-05-07 15:59:46
406,19010027,1,74120,5,224,1,3,0,133.00,3,3,0,1,17,2019-05-07 15:59:47
407,19010027,1,74120,6,185,1,3,0,122.00,0,0,0,1,15,2019-05-07 15:59:50
408,19010027,1,74120,7,150,2,3,0,117.00,0,0,0,1,12,2019-05-07 15:59:56
409,19010027,1,74120,8,150,1,3,0,114.00,0,0,0,1,11,2019-05-07 16:00:06
410,19010027,1,74120,9,150,2,3,0,118.00,0,0,0,1,12,2019-05-07 16:00:08
411,19010027,1,74120,10,120,2,3,0,108.00,0,0,0,1,9,2019-05-07 16:00:13
412,19010027,2,74120,11,,1,2,0,66.00,0,0,0,1,,2019-05-07 16:11:31
413,19010027,2,74120,12,,1,2,0,68.00,0,0,0,1,,2019-05-07 16:17:10
414,19010027,2,74120,13,,1,2,0,66.00,0,0,0,1,,2019-05-07 16:17:13
415,19010027,2,74120,14,,1,2,0,67.00,0,0,0,1,,2019-05-07 16:17:16
416,19010027,2,74120,15,,2,2,0,68.00,0,0,0,1,,2019-05-07 16:17:32
417,19010027,2,74120,16,,1,0,0,53.00,0,0,0,1,,2019-05-07 16:17:56
418,19010027,2,74120,17,,0,0,0,28.00,0,0,0,1,,2019-05-07 16:18:24
419,19010027,2,74120,18,,0,0,0,30.00,0,0,0,1,,2019-05-07 16:19:07
420,19010027,2,74120,19,,0,0,0,30.00,0,0,0,1,,2019-05-07 16:19:10
421,19010027,2,74120,20,,0,0,0,25.00,0,0,0,1,,2019-05-07 16:19:36
422,19010028,1,74120,1,205,2,3,0,129.00,1,1,0,1,19,2019-05-07 16:19:38
423,19010028,1,74120,2,190,2,3,0,131.00,0,0,0,1,15,2019-05-07 16:47:20
424,19010028,1,74120,3,206,1,3,0,128.00,0,0,0,1,16,2019-05-07 16:47:23
425,19010028,1,74120,4,161,2,3,0,122.00,0,0,0,1,14,2019-05-07 16:47:33
426,19010028,1,74120,5,151,1,3,0,119.00,0,0,0,1,11,2019-05-07 16:47:37
427,19010028,1,74120,6,145,2,3,0,115.00,0,0,0,1,12,2019-05-07 16:47:39
428,19010028,1,74120,7,118,2,3,0,106.00,0,0,0,1,10,2019-05-07 16:47:42
429,19010028,1,74120,8,143,1,3,0,116.00,0,0,0,1,13,2019-05-07 16:47:49
430,19010028,1,74120,9,116,1,3,0,107.00,0,0,0,1,8,2019-05-07 16:47:56
431,19010028,1,74120,10,112,1,3,0,112.00,0,0,1,1,10,2019-05-07 16:47:58
432,19010028,2,74120,11,,1,2,0,64.00,0,0,0,1,,2019-05-07 16:54:33
433,19010028,2,74120,12,,1,2,0,58.00,0,0,0,1,,2019-05-07 16:55:34
434,19010028,2,74120,13,,1,2,0,57.00,0,0,0,1,,2019-05-07 16:55:39
435,19010028,2,74120,14,,2,3,0,80.00,0,0,0,1,,2019-05-07 16:55:50
436,19010028,2,74120,15,,0,0,0,30.00,0,0,0,1,,2019-05-07 16:56:04
437,19010028,2,74120,16,,0,0,0,25.00,0,0,0,1,,2019-05-07 16:58:10
438,19010028,2,74120,17,,0,0,0,24.00,0,0,0,1,,2019-05-07 16:58:15
439,19010028,2,74120,18,,0,0,0,24.00,0,0,0,1,,2019-05-07 16:58:48
440,19010028,2,74120,19,,0,0,0,19.00,0,0,0,1,,2019-05-07 16:58:51
441,19010028,2,74120,20,,0,0,0,19.00,0,0,0,1,,2019-05-07 16:58:53
442,19010029,1,74120,1,220,1,3,0,140.00,0,0,0,1,17,2019-05-07 17:37:34
443,19010029,1,74120,2,168,1,3,0,123.00,1,1,0,1,14,2019-05-07 17:37:44
444,19010029,1,74120,3,179,1,3,0,132.00,0,0,0,1,15,2019-05-07 17:37:50
445,19010029,1,74120,4,178,1,3,0,128.00,0,0,0,1,15,2019-05-07 17:37:52
446,19010029,1,74120,5,177,1,3,0,125.00,1,1,0,1,16,2019-05-07 17:37:56
447,19010029,1,74120,6,156,2,3,0,124.00,0,0,0,1,14,2019-05-07 17:38:02
448,19010029,1,74120,7,150,1,3,0,117.00,0,0,0,1,11,2019-05-07 17:38:07
449,19010029,1,74120,8,133,2,3,0,110.00,1,0,0,1,9,2019-05-07 17:38:10
450,19010029,1,74120,9,121,2,3,0,109.00,0,0,0,1,8,2019-05-07 17:38:15
451,19010029,1,74120,10,122,2,3,0,107.00,0,0,0,1,10,2019-05-07 17:38:18
452,19010029,2,74120,11,,1,3,0,74.00,0,0,0,1,,2019-05-07 17:46:00
453,19010029,2,74120,12,,1,2,0,63.00,0,0,0,1,,2019-05-07 17:51:07
454,19010029,2,74120,13,,1,2,0,67.00,0,0,0,1,,2019-05-07 17:51:29
455,19010029,2,74120,14,,2,3,0,98.00,0,0,0,1,,2019-05-07 17:51:34
456,19010029,2,74120,15,,0,0,0,32.00,0,0,0,1,,2019-05-07 17:51:47
457,19010029,2,74120,16,,0,0,0,31.00,0,0,0,1,,2019-05-07 17:52:23
458,19010029,2,74120,17,,0,0,0,30.00,0,0,0,1,,2019-05-07 17:52:25
459,19010029,2,74120,18,,0,0,0,28.00,0,0,0,1,,2019-05-07 17:52:28
460,19010029,2,74120,19,,0,0,0,25.00,0,0,0,1,,2019-05-07 17:52:52
461,19010029,2,74120,20,,0,0,0,21.00,0,0,0,1,,2019-05-07 17:52:55
462,19010030,1,74120,1,173,2,3,0,118.00,0,0,0,1,12,2019-05-07 17:52:58
463,19010030,1,74120,2,159,1,3,0,121.00,0,0,0,1,12,2019-05-07 18:18:00
464,19010030,1,74120,3,134,1,3,0,116.00,0,0,0,1,10,2019-05-07 18:18:08
465,19010030,1,74120,4,148,2,3,0,115.00,0,0,0,1,12,2019-05-07 18:18:11
466,19010030,1,74120,5,161,1,3,0,118.00,0,0,0,1,11,2019-05-07 18:18:15
467,19010030,1,74120,6,124,2,3,0,106.00,0,0,0,1,10,2019-05-07 18:18:18
468,19010030,1,74120,7,128,2,3,0,109.00,0,0,0,1,11,2019-05-07 18:18:22
469,19010030,1,74120,8,126,1,3,0,109.00,0,0,0,1,9,2019-05-07 18:18:25
470,19010030,1,74120,9,113,2,3,0,106.00,0,0,0,1,10,2019-05-07 18:18:29
471,19010030,1,74120,10,91,2,3,0,96.00,0,0,0,1,8,2019-05-07 18:18:36
472,19010030,2,74120,11,,1,3,0,85.00,0,0,0,1,,2019-05-07 18:18:38
473,19010030,2,74120,12,,1,3,0,75.00,0,0,0,1,,2019-05-07 18:29:33
474,19010030,2,74120,13,,1,3,0,68.00,0,0,0,1,,2019-05-07 18:30:15
475,19010030,2,74120,14,,2,3,0,77.00,0,0,0,1,,2019-05-07 18:30:20
476,19010030,2,74120,15,,0,0,0,35.00,0,0,0,1,,2019-05-07 18:30:36
477,19010030,2,74120,16,,0,0,0,43.00,0,0,0,1,,2019-05-07 18:31:02
478,19010030,2,74120,17,,0,0,0,43.00,0,0,0,1,,2019-05-07 18:31:07
479,19010030,2,74120,18,,0,0,0,37.00,0,0,0,1,,2019-05-07 18:31:19
480,19010030,2,74120,19,,0,0,0,31.00,0,0,0,1,,2019-05-07 18:31:46
481,19010030,2,74120,20,,0,0,0,29.00,0,0,0,1,,2019-05-07 18:31:49
482,19010031,1,74120,1,245,2,3,0,137.00,0,1,0,1,15,2019-05-09 08:24:44
483,19010031,1,74120,2,215,1,3,0,137.00,1,1,0,1,14,2019-05-09 08:42:48
484,19010031,1,74120,3,248,1,3,0,136.00,1,2,0,1,16,2019-05-09 08:42:51
485,19010031,1,74120,4,230,2,3,0,134.00,1,2,0,1,11,2019-05-09 08:42:56
486,19010031,1,74120,5,220,2,3,0,131.00,0,0,0,1,18,2019-05-09 08:43:12
487,19010031,1,74120,6,219,1,3,0,132.00,0,0,0,1,17,2019-05-09 08:43:13
488,19010031,1,74120,7,170,1,3,0,123.00,0,0,0,1,14,2019-05-09 08:43:15
489,19010031,1,74120,8,183,2,3,0,123.00,0,0,0,1,12,2019-05-09 08:43:16
490,19010031,1,74120,9,163,2,3,0,126.00,0,0,0,1,11,2019-05-09 08:43:21
491,19010031,1,74120,10,168,2,3,0,121.00,0,0,0,1,12,2019-05-09 08:43:26
492,19010031,2,74120,11,,1,3,0,92.00,0,0,0,1,,2019-05-09 08:50:45
493,19010031,2,74120,12,,1,3,0,73.00,0,0,0,1,,2019-05-09 08:52:47
494,19010031,2,74120,13,,1,3,0,70.00,0,0,0,1,,2019-05-09 08:52:53
495,19010031,2,74120,14,,1,2,0,62.00,0,0,0,1,,2019-05-09 08:53:05
496,19010031,2,74120,15,,0,0,0,35.00,0,0,0,1,,2019-05-09 08:53:22
497,19010031,2,74120,16,,0,0,0,30.00,0,0,0,1,,2019-05-09 08:53:50
498,19010031,2,74120,17,,0,0,0,27.00,0,0,0,1,,2019-05-09 08:53:54
499,19010031,2,74120,18,,0,0,0,28.00,0,0,0,1,,2019-05-09 08:54:20
500,19010031,2,74120,19,,0,0,0,25.00,0,0,0,1,,2019-05-09 08:54:23
501,19010031,2,74120,20,,0,0,0,21.00,0,0,0,1,,2019-05-09 08:54:53
502,19010033,1,74120,1,214,2,3,0,125.00,0,1,0,1,12,2019-05-09 10:10:09
503,19010033,1,74120,2,195,2,3,0,114.00,0,0,0,1,12,2019-05-09 10:10:18
504,19010033,1,74120,3,168,2,3,0,115.00,0,0,0,1,8,2019-05-09 10:10:22
505,19010033,1,74120,4,142,1,3,0,114.00,0,0,0,1,8,2019-05-09 10:10:26
506,19010033,1,74120,5,178,1,3,0,128.00,0,0,0,1,12,2019-05-09 10:10:34
507,19010033,1,74120,6,171,2,3,0,117.00,0,0,1,1,11,2019-05-09 10:17:24
508,19010033,1,74120,7,149,2,3,0,120.00,0,0,0,1,12,2019-05-09 10:17:30
509,19010033,1,74120,8,140,2,3,0,114.00,0,0,0,1,11,2019-05-09 10:17:38
510,19010033,1,74120,9,120,2,3,0,109.00,0,0,0,1,7,2019-05-09 10:17:44
511,19010033,1,74120,10,135,2,3,0,113.00,0,0,0,1,9,2019-05-09 10:17:48
512,19010033,2,74120,11,,1,3,0,96.00,0,0,0,1,,2019-05-09 10:24:02
513,19010033,2,74120,12,,1,3,0,74.00,0,0,0,1,,2019-05-09 10:27:11
514,19010033,2,74120,13,,1,3,0,71.00,0,0,0,1,,2019-05-09 10:27:17
515,19010033,2,74120,14,,2,3,0,74.00,0,0,0,1,,2019-05-09 10:27:25
516,19010033,2,74120,15,,2,3,0,73.00,0,0,0,1,,2019-05-09 10:27:46
517,19010033,2,74120,16,,0,0,0,36.00,0,0,0,1,,2019-05-09 10:27:51
518,19010033,2,74120,17,,0,0,0,29.00,0,0,0,1,,2019-05-09 10:28:15
519,19010033,2,74120,18,,0,0,0,32.00,0,0,0,1,,2019-05-09 10:28:18
520,19010033,2,74120,19,,0,0,0,26.00,0,0,0,1,,2019-05-09 10:30:54
521,19010034,1,74120,1,196,2,3,0,124.00,0,0,0,1,13,2019-05-09 10:30:57
522,19010034,1,74120,2,157,1,3,0,121.00,0,0,0,1,11,2019-05-09 10:50:48
523,19010034,1,74120,3,120,2,3,0,106.00,0,0,0,1,8,2019-05-09 10:51:03
524,19010034,1,74120,4,122,2,3,0,108.00,0,0,0,1,7,2019-05-09 10:51:07
525,19010034,1,74120,5,231,2,3,0,131.00,0,1,0,1,19,2019-05-09 10:51:11
526,19010034,1,74120,6,208,2,3,0,135.00,0,0,0,1,15,2019-05-09 10:55:26
527,19010034,1,74120,7,204,2,3,0,128.00,0,0,0,1,16,2019-05-09 10:55:31
528,19010034,1,74120,8,211,1,3,0,130.00,0,0,0,1,15,2019-05-09 10:55:35
529,19010034,1,74120,9,176,1,3,0,124.00,0,0,0,1,11,2019-05-09 10:55:39
530,19010034,1,74120,10,179,2,3,0,126.00,0,0,0,1,15,2019-05-09 10:55:48
531,19010034,2,74120,11,,1,3,0,90.00,0,0,0,1,,2019-05-09 11:01:23
532,19010034,2,74120,12,,1,3,0,87.00,0,0,0,1,,2019-05-09 11:06:56
533,19010034,2,74120,13,,2,3,0,83.00,0,0,0,1,,2019-05-09 11:07:00
534,19010034,2,74120,14,,2,3,0,86.00,0,0,0,1,,2019-05-09 11:07:26
535,19010034,2,74120,15,,2,3,0,74.00,0,0,0,1,,2019-05-09 11:07:30
536,19010034,2,74120,16,,2,3,0,90.00,0,0,0,1,,2019-05-09 11:07:37
537,19010034,2,74120,17,,1,2,0,64.00,0,0,0,1,,2019-05-09 11:07:46
538,19010034,2,74120,18,,1,0,0,50.00,0,0,0,1,,2019-05-09 11:08:20
539,19010034,2,74120,19,,0,0,0,35.00,0,0,0,1,,2019-05-09 11:08:26
540,19010034,2,74120,20,,0,0,0,26.00,0,0,0,1,,2019-05-09 11:08:41
541,19010035,1,74120,1,222,1,3,0,133.00,0,0,2,1,18,2019-05-09 11:43:58
542,19010035,1,74120,2,212,1,3,0,130.00,0,0,0,1,16,2019-05-09 11:44:06
543,19010035,1,74120,3,266,2,2,0,143.00,1,0,0,1,16,2019-05-09 11:44:10
544,19010035,1,74120,4,152,2,3,0,114.00,0,1,0,1,9,2019-05-09 11:44:45
545,19010035,1,74120,5,128,2,3,0,113.00,0,0,0,1,9,2019-05-09 11:44:56
546,19010035,1,74120,6,137,2,3,0,112.00,0,0,0,1,9,2019-05-09 11:44:58
547,19010035,1,74120,7,97,2,3,0,104.00,0,0,0,1,8,2019-05-09 11:45:01
548,19010035,1,74120,8,104,2,3,0,105.00,0,0,0,1,7,2019-05-09 11:45:05
549,19010035,1,74120,9,94,1,3,0,98.00,0,0,0,1,7,2019-05-09 11:45:12
550,19010035,1,74120,10,90,2,3,0,97.00,0,0,0,1,6,2019-05-09 11:45:13
551,19010035,2,74120,11,,1,3,0,93.00,0,0,0,1,,2019-05-09 11:53:12
552,19010035,2,74120,12,,1,3,0,71.00,0,0,0,1,,2019-05-09 11:57:21
553,19010035,2,74120,13,,1,2,0,59.00,0,0,0,1,,2019-05-09 11:57:32
554,19010035,2,74120,14,,2,3,0,78.00,0,0,0,1,,2019-05-09 11:58:05
555,19010035,2,74120,15,,2,3,0,79.00,0,0,0,1,,2019-05-09 11:58:27
556,19010035,2,74120,16,,0,0,0,40.00,0,0,0,1,,2019-05-09 11:58:30
557,19010035,2,74120,17,,0,0,0,40.00,0,0,0,1,,2019-05-09 11:58:58
558,19010035,2,74120,18,,0,0,0,39.00,0,0,0,1,,2019-05-09 11:59:01
559,19010035,2,74120,19,,0,0,0,37.00,0,0,0,1,,2019-05-09 11:59:06
560,19010035,2,74120,20,,0,0,0,35.00,0,0,0,1,,2019-05-09 11:59:23
561,19010036,1,74120,1,109,2,3,0,107.00,0,0,0,1,8,2019-05-09 11:59:25
562,19010036,1,74120,2,118,1,2,0,118.00,0,0,0,1,9,2019-05-09 12:31:52
563,19010036,1,74120,3,77,1,2,0,98.00,0,0,1,1,6,2019-05-09 12:32:01
564,19010036,1,74120,4,104,1,2,0,107.00,0,0,0,1,7,2019-05-09 12:32:05
565,19010036,1,74120,5,94,1,2,0,105.00,0,0,0,1,7,2019-05-09 12:32:09
566,19010036,1,74120,6,71,1,2,0,97.00,0,0,1,1,4,2019-05-09 12:32:12
567,19010036,1,74120,7,72,1,2,0,96.00,0,0,1,1,6,2019-05-09 12:32:19
568,19010036,1,74120,8,98,2,2,0,109.00,0,0,1,1,7,2019-05-09 12:32:22
569,19010036,1,74120,9,96,1,2,0,103.00,0,0,0,1,7,2019-05-09 12:32:27
570,19010036,1,74120,10,68,2,3,0,99.00,0,0,12,1,6,2019-05-09 12:32:32
571,19010036,2,74120,11,,1,2,0,87.00,0,0,0,1,,2019-05-09 12:40:25
572,19010036,2,74120,12,,1,2,0,88.00,0,0,0,1,,2019-05-09 12:44:14
573,19010036,2,74120,13,,1,2,0,88.00,0,0,0,1,,2019-05-09 12:44:19
574,19010036,2,74120,14,,1,2,0,85.00,0,0,0,1,,2019-05-09 12:44:22
575,19010036,2,74120,15,,1,2,0,79.00,0,0,0,1,,2019-05-09 12:44:42
576,19010036,2,74120,16,,1,2,0,84.00,0,0,0,1,,2019-05-09 12:44:46
577,19010036,2,74120,17,,1,2,0,77.00,0,0,0,1,,2019-05-09 12:45:06
578,19010036,2,74120,18,,1,0,0,69.00,0,0,0,1,,2019-05-09 12:45:10
579,19010036,2,74120,19,,1,0,0,63.00,0,0,0,1,,2019-05-09 12:45:29
580,19010036,2,74120,20,,1,0,0,67.00,0,0,0,1,,2019-05-09 12:45:35
581,19010037,1,74120,1,168,2,3,0,126.00,0,0,0,1,12,2019-05-09 12:46:11
582,19010037,1,74120,2,147,2,3,1,123.00,0,0,0,1,12,2019-05-09 13:16:33
583,19010037,1,74120,3,170,2,2,0,129.00,0,0,0,1,13,2019-05-09 13:16:44
584,19010037,1,74120,4,146,2,2,0,119.00,0,0,0,1,12,2019-05-09 13:16:48
585,19010037,1,74120,5,120,2,3,0,114.00,0,0,0,1,10,2019-05-09 13:16:52
586,19010037,1,74120,6,115,2,3,0,111.00,0,0,0,1,8,2019-05-09 13:16:57
587,19010037,1,74120,7,131,1,3,0,112.00,0,0,0,1,11,2019-05-09 13:17:00
588,19010037,1,74120,8,99,1,3,0,103.00,0,0,0,1,9,2019-05-09 13:17:05
589,19010037,1,74120,9,102,2,3,0,110.00,0,0,0,1,8,2019-05-09 13:17:07
590,19010037,1,74120,10,115,1,2,0,107.00,0,0,0,1,9,2019-05-09 13:17:09
591,19010037,2,74120,11,,1,3,0,99.00,0,0,0,1,,2019-05-09 13:24:20
592,19010037,2,74120,12,,1,3,0,96.00,0,0,12,1,,2019-05-09 13:28:28
593,19010037,2,74120,13,,1,2,0,94.00,0,0,0,1,,2019-05-09 13:28:59
594,19010037,2,74120,14,,1,2,0,93.00,0,0,0,1,,2019-05-09 13:29:28
595,19010037,2,74120,15,,1,2,0,98.00,0,0,0,1,,2019-05-09 13:29:34
596,19010037,2,74120,16,,1,2,0,90.00,0,0,0,1,,2019-05-09 13:29:37
597,19010037,2,74120,17,,2,3,0,98.00,0,0,0,1,,2019-05-09 13:29:59
598,19010037,2,74120,18,,2,3,0,100.00,0,0,0,1,,2019-05-09 13:30:26
599,19010037,2,74120,19,,2,3,0,98.00,0,0,0,1,,2019-05-09 13:30:30
600,19010038,1,74120,1,159,1,3,0,121.00,0,0,1,1,12,2019-05-09 13:30:34
601,19010038,1,74120,2,138,1,3,1,117.00,0,0,0,1,11,2019-05-09 13:55:38
602,19010038,1,74120,3,128,1,3,0,115.00,0,0,0,1,11,2019-05-09 13:55:48
