shell_id,tow,samp_grp,rcode,shell_num,whole_wt,sex,gonad,meat_condition,size,mud_blister,shell_worm,damage,shell_retained,meat_weight,samptime
87,19010004,2,74120,15,,1,3,0,99.00,0,0,0,1,,2019-05-05 14:15:48
88,19010004,2,74120,16,,0,0,0,49.00,0,0,0,1,,2019-05-05 14:15:53
89,19010004,2,74120,17,,0,0,0,46.00,0,0,0,1,,2019-05-05 14:16:14
90,19010004,2,74120,18,,0,0,0,25.00,0,0,0,1,,2019-05-05 14:16:19
91,19010004,2,74120,19,,0,0,0,20.00,0,0,0,1,,2019-05-05 14:16:42
92,19010004,2,74120,20,,1,3,0,,0,0,12,1,,2019-05-05 14:16:46
93,19010005,1,74120,1,277,1,3,1,148.00,0,0,0,1,14,2019-05-05 14:17:30
94,19010005,1,74120,2,224,2,3,0,139.00,0,0,0,1,16,2019-05-05 14:17:39
95,19010005,1,74120,3,214,2,3,0,129.00,1,0,0,1,16,2019-05-05 14:17:39
96,19010005,1,74120,4,191,2,3,1,133.00,0,0,0,1,13,2019-05-05 14:17:40
97,19010005,1,74120,5,234,2,3,0,137.00,0,0,6,1,15,2019-05-05 14:18:00
98,19010005,1,74120,6,220,2,3,0,138.00,0,1,0,1,17,2019-05-05 14:18:10
99,19010005,1,74120,7,175,2,3,0,129.00,0,0,0,1,14,2019-05-05 14:18:13
100,19010005,1,74120,8,158,1,3,0,121.00,0,0,0,1,9,2019-05-05 14:18:13
101,19010005,1,74120,9,164,1,3,0,123.00,0,0,6,1,11,2019-05-05 14:18:14
102,19010005,1,74120,10,109,1,3,0,104.00,0,0,0,1,8,2019-05-05 14:18:14
103,19010005,2,74120,11,,1,3,0,88.00,0,0,0,1,,2019-05-05 14:52:31
104,19010005,2,74120,12,,0,0,0,60.00,0,0,0,1,,2019-05-05 14:54:09
105,19010005,2,74120,13,,0,0,0,35.00,0,0,0,1,,2019-05-05 14:54:13
106,19010005,2,74120,14,,0,0,0,28.00,0,0,0,1,,2019-05-05 14:54:40
107,19010005,2,74120,15,,0,0,0,27.00,0,0,0,1,,2019-05-05 14:54:44
108,19010005,2,74120,16,,0,0,0,30.00,0,0,0,1,,2019-05-05 14:54:49
109,19010005,2,74120,17,,0,0,0,24.00,0,0,0,1,,2019-05-05 14:55:24
110,19010005,2,74120,18,,0,0,0,25.00,0,0,0,1,,2019-05-05 14:55:27
111,19010005,2,74120,19,,0,0,0,22.00,0,0,0,1,,2019-05-05 14:55:31
112,19010005,2,74120,20,,0,0,0,20.00,0,0,0,1,,2019-05-05 14:55:58
113,19010006,1,74120,1,203,2,3,0,131.00,0,1,0,1,14,2019-05-05 14:56:05
114,19010006,1,74120,2,185,1,3,0,126.00,0,0,0,1,13,2019-05-05 14:56:27
115,19010006,1,74120,3,181,2,3,0,130.00,0,1,0,1,12,2019-05-05 14:56:28
116,19010006,1,74120,4,222,2,3,0,137.00,0,1,12,1,20,2019-05-05 14:56:29
117,19010006,1,74120,5,133,1,3,0,118.00,0,0,0,1,9,2019-05-05 14:56:29
118,19010006,1,74120,6,167,2,3,0,124.00,0,0,0,1,12,2019-05-05 14:56:29
119,19010006,1,74120,7,146,2,3,0,125.00,0,0,4,1,14,2019-05-05 14:56:30
120,19010006,1,74120,8,171,2,3,0,122.00,0,1,0,1,11,2019-05-05 14:56:30
121,19010006,1,74120,9,149,1,3,1,119.00,0,0,0,1,11,2019-05-05 14:56:31
122,19010006,1,74120,10,129,1,3,0,115.00,0,0,0,1,9,2019-05-05 14:56:31
123,19010006,2,74120,11,,0,0,0,33.00,0,0,0,1,,2019-05-05 15:33:54
124,19010006,2,74120,12,,0,0,0,26.00,0,0,0,1,,2019-05-05 15:34:32
125,19010006,2,74120,13,,0,0,0,26.00,0,0,0,1,,2019-05-05 15:34:36
126,19010006,2,74120,14,,0,0,0,24.00,0,0,0,1,,2019-05-05 15:34:56
127,19010007,1,74120,1,155,1,3,0,127.00,0,0,0,1,12,2019-05-05 15:35:04
128,19010007,1,74120,2,135,2,3,0,116.00,1,0,0,1,9,2019-05-05 15:35:17
129,19010007,1,74120,3,188,1,3,0,132.00,0,0,0,1,11,2019-05-05 15:35:17
130,19010007,1,74120,4,158,1,3,0,119.00,0,0,0,1,11,2019-05-05 15:35:17
131,19010007,1,74120,5,156,1,3,0,118.00,0,0,0,1,10,2019-05-05 15:35:18
132,19010007,1,74120,6,128,1,3,0,117.00,0,0,0,1,9,2019-05-05 15:35:18
133,19010007,1,74120,7,157,1,3,0,123.00,0,0,0,1,9,2019-05-05 15:35:18
134,19010007,1,74120,8,153,1,3,0,118.00,0,0,0,1,12,2019-05-05 15:35:18
135,19010007,1,74120,9,163,2,3,0,119.00,0,0,0,1,9,2019-05-05 15:35:19
136,19010007,1,74120,10,149,2,3,1,115.00,0,0,0,1,12,2019-05-05 15:35:19
137,19010007,2,74120,11,,1,3,0,66.00,0,0,0,1,,2019-05-05 16:16:34
138,19010007,2,74120,12,,0,0,0,56.00,0,0,0,1,,2019-05-05 16:22:28
139,19010007,2,74120,13,,0,0,0,33.00,0,0,0,1,,2019-05-05 16:23:25
140,19010007,2,74120,14,,0,0,0,26.00,0,0,0,1,,2019-05-05 16:24:01
141,19010007,2,74120,15,,0,0,0,29.00,0,0,0,1,,2019-05-05 16:24:25
142,19010007,2,74120,16,,0,0,0,22.00,0,0,0,1,,2019-05-05 16:24:54
143,19010009,1,74120,1,130,1,3,0,114.00,0,0,0,1,10,2019-05-05 17:29:13
144,19010009,1,74120,2,127,1,3,0,115.00,0,0,0,1,10,2019-05-05 17:29:32
145,19010009,1,74120,3,121,1,3,0,114.00,0,0,0,1,10,2019-05-05 17:29:39
146,19010009,1,74120,4,132,2,3,1,115.00,0,0,0,1,10,2019-05-05 17:29:43
147,19010009,1,74120,5,109,2,3,0,106.00,0,0,0,1,8,2019-05-05 17:29:43
148,19010009,1,74120,6,79,2,3,0,98.00,2,0,1,1,6,2019-05-05 17:29:43
149,19010009,1,74120,7,123,2,3,0,110.00,0,0,0,1,9,2019-05-05 17:29:43
150,19010009,1,74120,8,91,2,3,0,102.00,0,0,0,1,7,2019-05-05 17:29:43
151,19010009,1,74120,9,92,2,3,1,104.00,0,0,0,1,6,2019-05-05 17:29:44
152,19010009,1,74120,10,97,2,3,0,104.00,0,0,0,1,7,2019-05-05 17:29:44
153,19010009,2,74120,11,,1,3,0,94.00,0,0,0,1,,2019-05-05 17:37:37
154,19010009,2,74120,12,,1,3,0,94.00,0,0,0,1,,2019-05-05 17:41:12
155,19010009,2,74120,13,,2,3,0,99.00,0,0,0,1,,2019-05-05 17:41:22
156,19010009,2,74120,14,,2,3,0,99.00,0,0,0,1,,2019-05-05 17:41:46
157,19010009,2,74120,15,,2,3,0,96.00,0,0,0,1,,2019-05-05 17:41:51
158,19010009,2,74120,16,,1,0,0,63.00,0,0,0,1,,2019-05-05 17:41:57
159,19010009,2,74120,17,,1,0,0,49.00,0,0,0,1,,2019-05-05 17:42:26
160,19010009,2,74120,18,,1,0,0,57.00,0,0,0,1,,2019-05-05 17:42:30
161,19010009,2,74120,19,,1,0,0,52.00,0,0,0,1,,2019-05-05 17:42:50
162,19010009,2,74120,20,,1,0,0,74.00,0,0,0,1,,2019-05-05 17:42:55
163,19010010,1,74120,1,234,2,3,0,139.00,0,0,0,1,17,2019-05-05 17:43:12
164,19010010,1,74120,2,266,1,3,0,144.00,0,0,0,1,19,2019-05-05 18:07:27
165,19010010,1,74120,3,257,1,3,0,137.00,1,1,0,1,15,2019-05-05 18:07:30
166,19010010,1,74120,4,174,2,3,0,123.00,0,0,0,1,11,2019-05-05 18:07:30
167,19010010,1,74120,5,218,1,3,0,135.00,0,0,0,1,17,2019-05-05 18:07:31
168,19010010,1,74120,6,216,2,3,0,131.00,0,0,0,1,18,2019-05-05 18:07:31
169,19010010,1,74120,7,173,1,3,0,126.00,0,0,0,1,14,2019-05-05 18:07:31
170,19010010,1,74120,8,185,2,3,0,123.00,0,0,0,1,11,2019-05-05 18:07:31
171,19010010,1,74120,9,159,1,3,0,122.00,0,0,0,1,12,2019-05-05 18:07:31
172,19010010,1,74120,10,213,1,3,0,134.00,1,0,0,1,13,2019-05-05 18:07:32
173,19010010,2,74120,11,,0,0,0,35.00,0,0,0,1,,2019-05-05 18:17:26
174,19010010,2,74120,12,,0,0,0,35.00,0,0,0,1,,2019-05-05 18:23:55
175,19010010,2,74120,13,,0,0,0,32.00,0,0,0,1,,2019-05-05 18:24:03
176,19010010,2,74120,14,,0,0,0,29.00,0,0,0,1,,2019-05-05 18:24:10
177,19010010,2,74120,15,,0,0,0,28.00,0,0,0,1,,2019-05-05 18:24:46
178,19010010,2,74120,16,,0,0,0,26.00,0,0,0,1,,2019-05-05 18:24:51
179,19010010,2,74120,17,,0,0,0,26.00,0,0,0,1,,2019-05-05 18:24:55
180,19010010,2,74120,18,,0,0,0,24.00,0,0,0,1,,2019-05-05 18:25:27
181,19010011,1,74120,1,261,1,3,0,144.00,0,1,0,1,15,2019-05-06 08:20:36
182,19010011,1,74120,2,247,1,3,0,139.00,0,1,12,1,12,2019-05-06 08:20:48
183,19010011,1,74120,3,250,2,3,0,145.00,0,1,1,1,16,2019-05-06 08:20:59
184,19010011,1,74120,4,306,2,3,0,149.00,0,1,0,1,19,2019-05-06 08:21:03
185,19010011,1,74120,5,189,2,3,1,135.00,0,1,1,1,11,2019-05-06 08:21:10
186,19010011,1,74120,6,226,2,3,1,138.00,0,0,0,1,13,2019-05-06 08:21:14
187,19010011,1,74120,7,159,1,3,1,133.00,0,1,1,1,9,2019-05-06 08:21:20
188,19010011,1,74120,8,125,0,0,0,,0,1,5,0,,2019-05-06 08:21:24
189,19010012,1,74120,1,216,2,3,0,138.00,0,0,0,1,17,2019-05-06 08:29:25
190,19010012,1,74120,2,269,2,3,1,150.00,0,1,0,1,15,2019-05-06 08:29:41
191,19010012,1,74120,3,268,1,3,0,150.00,0,1,6,1,16,2019-05-06 08:51:02
192,19010012,1,74120,4,248,1,3,1,153.00,0,1,2,1,17,2019-05-06 08:51:05
193,19010012,1,74120,5,230,1,3,0,138.00,0,0,2,1,17,2019-05-06 08:51:10
194,19010012,1,74120,6,203,2,3,0,139.00,0,0,0,1,15,2019-05-06 08:51:27
195,19010012,1,74120,7,163,1,3,0,126.00,0,0,0,1,11,2019-05-06 08:51:29
196,19010012,1,74120,8,150,1,3,0,127.00,0,0,0,1,10,2019-05-06 08:51:35
197,19010012,1,74120,9,206,2,3,0,134.00,0,0,0,1,14,2019-05-06 08:51:37
198,19010012,1,74120,10,187,1,3,0,134.00,0,1,0,1,13,2019-05-06 08:51:45
199,19010012,2,74120,11,,1,3,0,105.00,0,0,0,1,,2019-05-06 09:01:11
200,19010012,2,74120,12,,1,3,0,88.00,0,0,0,1,,2019-05-06 09:02:19
201,19010012,2,74120,13,,2,3,0,94.00,0,0,0,1,,2019-05-06 09:02:24
202,19010012,2,74120,14,,2,3,0,85.00,0,0,0,1,,2019-05-06 09:02:46
203,19010013,1,74120,1,282,2,3,1,128.00,0,1,12,1,15,2019-05-06 09:02:52
204,19010013,1,74120,2,170,1,3,0,127.00,0,1,1,1,14,2019-05-06 09:22:57
205,19010013,1,74120,3,146,1,3,0,109.00,0,1,0,1,11,2019-05-06 09:23:00
206,19010014,1,74120,1,206,2,3,0,129.00,0,0,0,1,14,2019-05-06 09:26:36
207,19010014,1,74120,2,153,1,3,0,118.00,0,1,12,1,9,2019-05-06 10:00:56
208,19010014,1,74120,3,170,1,3,0,126.00,0,0,0,1,12,2019-05-06 10:01:01
209,19010014,1,74120,4,206,1,3,1,136.00,0,1,0,1,16,2019-05-06 10:06:31
210,19010014,1,74120,5,186,2,3,0,135.00,0,0,2,1,13,2019-05-06 10:06:37
211,19010014,1,74120,6,153,2,3,0,115.00,0,0,0,1,11,2019-05-06 10:06:44
212,19010014,1,74120,7,125,1,2,0,112.00,0,0,0,1,7,2019-05-06 10:06:50
213,19010014,1,74120,8,135,1,3,0,116.00,0,0,0,1,9,2019-05-06 10:06:55
214,19010014,1,74120,9,146,2,3,0,113.00,0,0,0,1,10,2019-05-06 10:07:01
215,19010014,1,74120,10,105,1,2,0,105.00,0,0,0,1,7,2019-05-06 10:07:06
216,19010014,2,74120,11,,1,0,0,73.00,0,0,0,1,,2019-05-06 10:15:08
217,19010014,2,74120,12,,1,0,0,69.00,0,0,0,1,,2019-05-06 10:18:59
218,19010014,2,74120,13,,2,2,0,89.00,0,0,0,1,,2019-05-06 10:19:04
219,19010014,2,74120,14,,0,0,0,36.00,0,0,0,1,,2019-05-06 10:19:29
220,19010014,2,74120,15,,0,0,0,24.00,0,0,0,1,,2019-05-06 10:20:03
221,19010014,2,74120,16,,0,0,0,23.00,0,0,0,1,,2019-05-06 10:20:08
222,19010014,2,74120,17,,0,0,0,24.00,0,0,0,1,,2019-05-06 10:20:32
223,19010014,2,74120,18,,0,0,0,22.00,0,0,0,1,,2019-05-06 10:20:35
224,19010014,2,74120,19,,0,0,0,23.00,0,0,0,1,,2019-05-06 10:20:37
225,19010014,2,74120,20,,0,0,0,15.00,0,0,0,1,,2019-05-06 10:20:56
226,19010015,1,74120,1,189,1,3,0,121.00,0,0,0,1,14,2019-05-06 10:22:17
227,19010015,1,74120,2,178,2,3,0,128.00,0,0,0,1,16,2019-05-06 10:51:13
228,19010015,1,74120,3,153,2,3,0,119.00,0,0,0,1,10,2019-05-06 10:51:16
229,19010015,1,74120,4,157,2,3,0,124.00,0,0,0,1,11,2019-05-06 10:51:18
230,19010015,1,74120,5,157,2,3,0,116.00,0,0,0,1,10,2019-05-06 10:51:22
231,19010015,1,74120,6,149,2,3,1,121.00,0,0,2,1,12,2019-05-06 10:51:30
232,19010015,1,74120,7,152,1,3,0,120.00,0,0,0,1,11,2019-05-06 10:51:32
233,19010015,1,74120,8,190,1,3,0,127.00,0,0,0,1,14,2019-05-06 10:51:37
234,19010015,1,74120,9,164,2,3,0,123.00,0,0,0,1,13,2019-05-06 10:51:44
235,19010015,1,74120,10,123,2,3,0,107.00,0,0,0,1,8,2019-05-06 10:51:47
236,19010015,2,74120,11,,1,3,0,84.00,0,0,0,1,,2019-05-06 11:00:06
237,19010015,2,74120,12,,1,3,0,87.00,0,0,0,1,,2019-05-06 11:03:44
238,19010015,2,74120,13,,1,0,0,67.00,0,0,0,1,,2019-05-06 11:03:49
239,19010015,2,74120,14,,1,0,0,59.00,0,0,0,1,,2019-05-06 11:04:12
240,19010015,2,74120,15,,1,0,0,65.00,0,0,0,1,,2019-05-06 11:04:17
241,19010015,2,74120,16,,0,0,0,32.00,0,0,0,1,,2019-05-06 11:05:14
242,19010015,2,74120,17,,0,0,0,29.00,0,0,0,1,,2019-05-06 11:05:17
243,19010015,2,74120,18,,0,0,0,28.00,0,0,0,1,,2019-05-06 11:05:22
244,19010015,2,74120,19,,0,0,0,22.00,0,0,0,1,,2019-05-06 11:05:59
245,19010015,2,74120,20,,0,0,0,21.00,0,0,0,1,,2019-05-06 11:06:01
246,19010017,1,74120,1,178,1,3,0,135.00,0,0,0,1,13,2019-05-06 12:29:25
247,19010017,1,74120,2,135,1,2,0,118.00,0,0,0,1,9,2019-05-06 12:29:43
248,19010017,1,74120,3,134,1,3,1,120.00,0,0,0,1,10,2019-05-06 12:29:45
249,19010017,1,74120,4,159,2,3,0,122.00,0,1,0,1,11,2019-05-06 12:29:48
250,19010017,1,74120,5,153,1,3,0,121.00,0,1,0,1,9,2019-05-06 12:29:52
251,19010017,1,74120,6,119,1,3,0,110.00,0,0,0,1,6,2019-05-06 12:29:59
252,19010017,1,74120,7,109,1,3,0,112.00,0,0,0,1,6,2019-05-06 12:30:02
253,19010017,1,74120,8,96,1,3,0,108.00,0,0,0,1,7,2019-05-06 12:30:06
254,19010017,1,74120,9,87,1,3,0,104.00,0,0,0,1,5,2019-05-06 12:30:10
255,19010017,1,74120,10,110,1,2,0,112.00,0,0,0,1,7,2019-05-06 12:30:16
256,19010017,2,74120,11,,1,3,0,93.00,0,0,0,1,,2019-05-06 12:42:15
257,19010017,2,74120,12,,1,3,0,94.00,0,0,0,1,,2019-05-06 12:47:22
258,19010017,2,74120,13,,2,0,0,81.00,0,0,0,1,,2019-05-06 12:47:27
259,19010017,2,74120,14,,2,2,0,91.00,0,0,0,1,,2019-05-06 12:48:15
260,19010017,2,74120,15,,0,0,0,56.00,0,0,0,1,,2019-05-06 12:49:41
261,19010017,2,74120,16,,0,0,0,56.00,0,0,0,1,,2019-05-06 12:50:40
262,19010017,2,74120,17,,0,0,0,56.00,0,0,0,1,,2019-05-06 12:50:44
263,19010017,2,74120,18,,0,0,0,62.00,0,0,0,1,,2019-05-06 12:50:48
264,19010017,2,74120,19,,0,0,0,53.00,0,0,0,1,,2019-05-06 12:50:51
265,19010017,2,74120,20,,0,0,0,50.00,0,0,0,1,,2019-05-06 12:51:08
266,19010018,1,74120,1,130,1,2,0,113.00,0,0,0,1,9,2019-05-06 12:51:13
267,19010018,1,74120,2,109,2,3,0,110.00,0,0,0,1,7,2019-05-06 13:07:37
268,19010018,1,74120,3,132,1,3,0,114.00,0,1,0,1,9,2019-05-06 13:07:41
269,19010018,1,74120,4,108,1,3,0,109.00,0,0,0,1,8,2019-05-06 13:07:45
270,19010018,1,74120,5,136,1,3,0,116.00,1,1,6,1,10,2019-05-06 13:07:49
271,19010018,1,74120,6,133,2,3,0,118.00,0,0,0,1,11,2019-05-06 13:07:54
272,19010018,1,74120,7,87,1,2,0,103.00,0,0,0,1,7,2019-05-06 13:07:59
273,19010018,1,74120,8,105,1,2,0,108.00,0,0,0,1,8,2019-05-06 13:08:04
274,19010018,1,74120,9,87,1,2,0,102.00,0,0,0,1,6,2019-05-06 13:08:08
275,19010018,1,74120,10,104,2,3,0,109.00,0,0,0,1,7,2019-05-06 13:08:12
276,19010018,2,74120,11,,0,0,0,62.00,0,0,0,1,,2019-05-06 13:17:42
277,19010018,2,74120,12,,0,0,0,56.00,0,0,3,1,,2019-05-06 13:18:13
278,19010018,2,74120,13,,0,0,0,62.00,0,0,0,1,,2019-05-06 13:18:45
279,19010018,2,74120,14,,0,0,0,64.00,0,0,0,1,,2019-05-06 13:19:13
280,19010019,1,74120,1,170,1,2,0,128.00,0,0,0,1,12,2019-05-06 13:55:44
281,19010019,1,74120,2,108,1,3,0,111.00,0,0,0,1,8,2019-05-06 13:56:07
282,19010019,1,74120,3,163,1,3,0,125.00,0,0,0,1,12,2019-05-06 13:56:11
283,19010019,1,74120,4,133,1,3,0,117.00,0,0,0,1,8,2019-05-06 13:56:16
284,19010019,1,74120,5,140,1,2,0,120.00,0,0,0,1,11,2019-05-06 13:56:20
285,19010019,1,74120,6,118,2,3,0,113.00,0,0,0,1,7,2019-05-06 13:56:24
286,19010019,1,74120,7,110,2,3,0,109.00,0,0,0,1,8,2019-05-06 13:56:30
287,19010019,1,74120,8,89,2,3,0,110.00,0,0,0,1,9,2019-05-06 13:56:35
288,19010019,1,74120,9,109,2,3,0,107.00,0,0,0,1,8,2019-05-06 13:56:40
289,19010019,1,74120,10,109,1,3,0,112.00,0,0,0,1,8,2019-05-06 13:56:45
290,19010019,2,74120,11,,1,3,0,97.00,0,0,0,1,,2019-05-06 14:04:42
291,19010019,2,74120,12,,1,3,0,98.00,0,0,0,1,,2019-05-06 14:05:39
292,19010019,2,74120,13,,1,3,0,99.00,0,0,0,1,,2019-05-06 14:05:46
293,19010019,2,74120,14,,1,3,0,102.00,0,0,0,1,,2019-05-06 14:06:54
294,19010019,2,74120,15,,1,2,0,97.00,0,0,0,1,,2019-05-06 14:07:19
295,19010019,2,74120,16,,1,2,0,90.00,0,0,0,1,,2019-05-06 14:07:49
296,19010019,2,74120,17,,1,2,0,91.00,0,0,0,1,,2019-05-06 14:07:56
297,19010019,2,74120,18,,2,3,0,,0,0,5,1,,2019-05-06 14:08:13
298,19010019,2,74120,19,,0,0,0,63.00,0,0,0,1,,2019-05-06 14:08:45
299,19010019,2,74120,20,,0,0,0,66.00,0,0,0,1,,2019-05-06 14:09:07
300,19010020,1,74120,1,112,1,3,0,112.00,0,0,0,1,10,2019-05-07 08:22:33
301,19010020,1,74120,2,115,1,3,0,113.00,0,0,2,1,10,2019-05-07 08:57:43
302,19010020,1,74120,3,127,2,3,0,119.00,0,1,1,1,13,2019-05-07 08:57:46
303,19010020,1,74120,4,104,1,3,0,109.00,0,0,0,1,9,2019-05-07 08:58:00
304,19010020,1,74120,5,126,1,3,0,110.00,0,1,0,1,9,2019-05-07 08:58:05
305,19010020,1,74120,6,111,1,3,0,109.00,0,0,0,1,10,2019-05-07 08:58:08
306,19010020,1,74120,7,90,1,3,0,105.00,0,0,0,1,8,2019-05-07 08:58:13
