tow_id,Bed,area_swept
19010001,YAK4,0.0015009582
19010002,YAK4,0.0015141245
19010003,YAK4,0.0014482930000000002
19010004,YAK4,0.0014087941000000001
19010005,YAK4,0.0013692952
19010006,YAK4,0.0015009582
19010007,YAK4,0.0016326212
19010009,YAK4,0.0015536234
19010010,YAK4,0.0014482930000000002
19010011,YAK5,0.001184967
19010012,YAK5,0.0012507985
19010013,YAK5,0.0015141245
19010014,YAK5,0.0014614593000000001
19010015,YAK5,0.0014482930000000002
19010017,YAK5,0.0014219604000000002
19010018,YAK5,0.0014087941000000001
19010019,YAK5,0.0014351267000000001
19010020,YAK4,0.0014219604000000002
19010021,YAK4,0.0015141245
19010022,YAK4,0.0012902974
19010023,YAK4,0.0014482930000000002
19010025,YAK4,0.0013824615000000001
19010026,YAK4,0.0012507985
19010027,YAK4,0.0013692952
19010028,YAK4,0.0012639648
19010029,YAK4,0.0014351267000000001
19010030,YAK4,0.0013429626
19010031,YAK4,0.0014614593000000001
19010033,YAK4,0.0014351267000000001
19010034,YAK4,0.0014351267000000001
19010035,YAK4,0.0012507985
19010036,YAK4,0.0013297963000000002
19010037,YAK4,0.0014482930000000002
19010038,YAK4,0.0012771311
19010039,YAK4,0.0012771311
19010041,YAK4,0.0013824615000000001
19010042,YAK4,0.0014746256000000002
19010043,YAK4,0.0015009582
19010044,YAK4,0.001184967
19010045,YAK4,0.0013824615000000001
19010046,YAK4,0.0014219604000000002
19010047,YAK4,0.0013956278
19010049,YAK5,0.001184967
19010050,YAK5,0.0012507985
19010051,YAK5,0.001184967
19010052,YAK5,0.0012507985
19010053,YAK5,0.0013824615000000001
19010054,YAK5,0.0014482930000000002
19010055,YAK5,0.0012902974
19010057,YAK5,0.0012507985
19010058,YAK5,0.0012902974
19010059,YAK5,0.001184967
19010060,YAK5,0.0011059692
19010061,YAK4,0.0012244659000000002
19010062,YAK4,0.00131663
19010063,YAK4,0.0014482930000000002
19010065,YAK4,0.0012902974
19010066,YAK4,0.0012376322
19010067,YAK4,0.0014746256000000002
19010068,YAK3,0.001184967
19010069,YAK3,0.0012902974
19010070,YAK3,0.0012112996
19010071,YAK3,0.0012112996
19010073,YAK3,0.0012507985
19010074,YAK3,0.0012376322
19010075,YAK3,0.001184967
19010076,YAK3,0.0012639648
19010077,YAK3,0.001184967
19010078,YAK3,0.0012507985
19010079,YAK3,0.0012639648
19010081,YAK3,0.0012507985
19010082,YAK3,0.0012376322
19010083,YAK3,0.0013692952
19010084,YAK3,0.001184967
19010085,YAK3,0.0012902974
19010086,YAK3,0.0012902974
19010087,YAK3,0.0013692952
19010089,YAK3,0.0013824615000000001
19010090,YAK3,0.0012376322
19010091,YAK3,0.0011454681
19010092,YAK3,0.0011718007
19010093,YAK3,0.0013692952
19010094,YAK3,0.0012639648
19010095,YAK3,0.0014219604000000002
19010097,YAK3,0.0013692952
19010098,YAK3,0.0013297963000000002
19010099,YAK3,0.0014482930000000002
19010100,YAK3,0.0013429626
19010101,YAK3,0.0012244659000000002
19010102,YAK3,0.001184967
19010103,YAK3,0.0013429626
19010104,YAK3,0.0013561289000000002
19010106,YAK3,0.0011981333000000002
19010107,YAK3,0.0013692952
19010108,YAK3,0.0013297963000000002
19010109,YAK3,0.0013824615000000001
19010110,YAK3,0.0012902974
19010111,YAK3,9.21641e-4
19010112,YAK3,0.0013956278
19010114,YAK3,0.0013824615000000001
19010115,YAK3,0.0013692952
19010116,YAK3,0.0012376322
19010117,YAK3,0.0013824615000000001
19010118,YAK3,0.0013561289000000002
19010119,YAK3,0.0013034637
19010120,YAK3,0.0013429626
19010122,YAK3,0.0013034637
19010123,YAK3,0.0013692952
19010124,YAK3,0.0013429626
19010125,YAK3,0.001184967
19010126,YAK3,0.0012507985
19010127,YAK3,0.0013956278
19010128,YAK3,0.0013824615000000001
19010130,YAKB,0.0013429626
19010131,YAKB,0.0013956278
19010132,YAKB,0.0013429626
19010133,YAKB,0.00131663
19010134,YAKB,0.00131663
19010135,YAKB,0.00131663
19010136,YAKB,0.0013429626
19010138,YAKB,0.0013429626
19010139,YAKB,0.0013297963000000002
19010140,YAKB,0.0013561289000000002
19010141,YAKB,0.0013429626
19010142,WK1,0.0015141245
19010143,WK1,0.00131663
19010144,WK1,0.0012639648
19010145,WK1,0.00131663
19010147,WK1,0.001184967
19010148,WK1,0.0012376322
19010149,WK1,0.0013561289000000002
19010150,WK1,0.0013297963000000002
19010151,WK1,0.0013429626
19010152,WK1,0.0013692952
19010153,WK1,0.0013429626
19010155,WK1,0.0012902974
19010156,WK1,0.0013297963000000002
19010157,WK1,0.0012376322
19010158,WK1,0.0013429626
19010159,WK1,0.0013692952
