tow_id,count,wt_lb,Size,Bed,area_swept
19010077,17,6.68881708,large,YAK3,0.001184967
19010078,1,0.04188777999999999,small,YAK3,0.0012507985
19010078,2,0.9149172999999998,large,YAK3,0.0012507985
19010079,0,0,small,YAK3,0.0012639648
19010079,6,2.9872601,large,YAK3,0.0012639648
19010081,1,0.11684485999999998,small,YAK3,0.0012507985
19010081,1,0.18959731999999996,large,YAK3,0.0012507985
19010082,0,0,small,YAK3,0.0012376322
19010082,20,7.991747499999999,large,YAK3,0.0012376322
19010083,0,0,small,YAK3,0.0013692952
19010083,8,2.9321446,large,YAK3,0.0013692952
19010084,4,0.38801311999999993,small,YAK3,0.001184967
19010084,31,13.1064659,large,YAK3,0.001184967
19010085,3,0.5577688599999999,small,YAK3,0.0012902974
19010085,36,16.569923919999997,large,YAK3,0.0012902974
19010086,0,0,small,YAK3,0.0012902974
19010086,14,5.595325559999999,large,YAK3,0.0012902974
19010087,5,0.73193384,small,YAK3,0.0013692952
19010087,10,3.9264282199999996,large,YAK3,0.0013692952
19010089,0,0,small,YAK3,0.0013824615000000001
19010089,5,2.03706888,large,YAK3,0.0013824615000000001
19010090,4,0.57761044,small,YAK3,0.0012376322
19010090,10,3.2981115199999995,large,YAK3,0.0012376322
19010091,25,4.371761459999999,small,YAK3,0.0011454681
19010091,21,7.80655942,large,YAK3,0.0011454681
19010092,22,2.05250122,small,YAK3,0.0011718007
19010092,10,4.1072070599999995,large,YAK3,0.0011718007
19010093,43,2.8175043599999996,small,YAK3,0.0013692952
19010093,35,12.782386759999998,large,YAK3,0.0013692952
19010094,73,4.36735222,small,YAK3,0.0012639648
19010094,38,12.46492148,large,YAK3,0.0012639648
19010095,29,2.8615967599999994,small,YAK3,0.0014219604000000002
19010095,28,11.02971386,large,YAK3,0.0014219604000000002
19010097,43,1.00089748,small,YAK3,0.0013692952
19010097,48,22.60617348,large,YAK3,0.0013692952
19010098,80,7.888130359999999,small,YAK3,0.0013297963000000002
19010098,54,17.994108439999998,large,YAK3,0.0013297963000000002
19010099,73,6.69543094,small,YAK3,0.0014482930000000002
19010099,88,34.33254726,large,YAK3,0.0014482930000000002
19010100,54,3.3399992999999997,small,YAK3,0.0013429626
19010100,61,26.733222119999997,large,YAK3,0.0013429626
19010101,4,0.0220462,small,YAK3,0.0012244659000000002
19010101,21,10.25589224,large,YAK3,0.0012244659000000002
19010102,36,1.41757066,small,YAK3,0.001184967
19010102,85,32.518145,large,YAK3,0.001184967
19010103,10,1.1309700599999999,small,YAK3,0.0013429626
19010103,35,14.166888119999998,large,YAK3,0.0013429626
19010104,15,0.8686202799999999,small,YAK3,0.0013561289000000002
19010104,87,40.15935792,large,YAK3,0.0013561289000000002
19010106,36,3.48991346,small,YAK3,0.0011981333000000002
19010106,148,61.20906967999999,large,YAK3,0.0011981333000000002
19010107,22,3.00710168,small,YAK3,0.0013692952
19010107,134,47.701362939999996,large,YAK3,0.0013692952
19010108,0,0,small,YAK3,0.0013297963000000002
19010108,1,0.31085141999999993,large,YAK3,0.0013297963000000002
19010109,6,0.4299009,small,YAK3,0.0013824615000000001
19010109,244,97.38467926,large,YAK3,0.0013824615000000001
19010110,2,0.21825738,small,YAK3,0.0012902974
19010110,140,62.59136641999999,large,YAK3,0.0012902974
19010111,2,0.19180193999999998,small,YAK3,9.21641e-4
19010111,0,0,large,YAK3,9.21641e-4
19010112,500,31.056481939999998,small,YAK3,0.0013956278
19010112,375,135.4187835,large,YAK3,0.0013956278
19010114,283,25.474384099999995,small,YAK3,0.0013824615000000001
19010114,615,226.55556968,large,YAK3,0.0013824615000000001
19010115,7,0.026455439999999997,small,YAK3,0.0013692952
19010115,112,53.80154648,large,YAK3,0.0013692952
19010116,7,0.42769628,small,YAK3,0.0012376322
19010116,54,27.262330919999997,large,YAK3,0.0012376322
19010117,9,0.5357226599999999,small,YAK3,0.0013824615000000001
19010117,64,28.730607839999998,large,YAK3,0.0013824615000000001
19010118,33,1.8077883999999997,small,YAK3,0.0013561289000000002
19010118,96,40.229905759999994,large,YAK3,0.0013561289000000002
19010119,35,1.3337950999999997,small,YAK3,0.0013034637
19010119,81,34.88149764,large,YAK3,0.0013034637
19010120,10,0.60847512,small,YAK3,0.0013429626
19010120,37,17.61050456,large,YAK3,0.0013429626
19010122,11,0.49163026,small,YAK3,0.0013034637
19010122,68,32.47405259999999,large,YAK3,0.0013034637
19010123,10,0.91050806,small,YAK3,0.0013692952
19010123,100,41.210961659999995,large,YAK3,0.0013692952
19010124,9,0.42769628,small,YAK3,0.0013429626
19010124,73,31.933920699999998,large,YAK3,0.0013429626
19010125,40,3.52077814,small,YAK3,0.001184967
19010125,64,26.26584268,large,YAK3,0.001184967
19010126,42,2.39862656,small,YAK3,0.0012507985
19010126,93,37.194144019999996,large,YAK3,0.0012507985
19010127,83,6.29639472,small,YAK3,0.0013956278
19010127,97,36.28584058,large,YAK3,0.0013956278
19010128,34,2.55956382,small,YAK3,0.0013824615000000001
19010128,36,13.49447902,large,YAK3,0.0013824615000000001
19010130,0,0,small,YAKB,0.0013429626
19010130,16,11.67566752,large,YAKB,0.0013429626
19010131,2,0.03527392,small,YAKB,0.0013956278
19010131,9,6.256711559999999,large,YAKB,0.0013956278
19010132,5,0.22707585999999996,small,YAKB,0.0013429626
19010132,7,4.944962659999999,large,YAKB,0.0013429626
19010133,0,0,small,YAKB,0.00131663
19010133,21,13.659825519999998,large,YAKB,0.00131663
19010134,1,0.12125409999999999,small,YAKB,0.00131663
19010134,23,14.594584399999999,large,YAKB,0.00131663
19010135,1,0.0220462,small,YAKB,0.00131663
19010135,2,1.5101647,large,YAKB,0.00131663
19010136,3,0.33069299999999996,small,YAKB,0.0013429626
19010136,23,14.960551319999999,large,YAKB,0.0013429626
19010138,0,0,small,YAKB,0.0013429626
19010138,16,10.002360939999999,large,YAKB,0.0013429626
19010139,6,0.26896363999999995,small,YAKB,0.0013297963000000002
19010139,36,23.391018199999998,large,YAKB,0.0013297963000000002
19010140,6,0.30423756,small,YAKB,0.0013561289000000002
19010140,34,18.3975539,large,YAKB,0.0013561289000000002
19010141,5,0.13448181999999997,small,YAKB,0.0013429626
19010141,46,26.9404564,large,YAKB,0.0013429626
19010142,18,2.12084444,small,WK1,0.0015141245
19010142,197,70.76389275999999,large,WK1,0.0015141245
19010143,55,3.73903552,small,WK1,0.00131663
19010143,119,37.478539999999995,large,WK1,0.00131663
19010144,13,1.2654518799999999,small,WK1,0.0012639648
19010144,67,23.677618799999998,large,WK1,0.0012639648
19010145,1,0.20062041999999997,small,WK1,0.00131663
19010145,9,4.33869216,large,WK1,0.00131663
19010147,0,0,small,WK1,0.001184967
19010147,6,2.68743178,large,WK1,0.001184967
19010148,13,1.5322109,small,WK1,0.0012376322
19010148,32,13.778875,large,WK1,0.0012376322
19010149,89,16.457488299999998,small,WK1,0.0013561289000000002
19010149,639,251.50525421999998,large,WK1,0.0013561289000000002
19010150,72,10.66374694,small,WK1,0.0013297963000000002
19010150,325,124.9358154,large,WK1,0.0013297963000000002
19010151,29,4.09177472,small,WK1,0.0013429626
19010151,170,74.80496122,large,WK1,0.0013429626
19010152,8,0.7870493399999999,small,WK1,0.0013692952
19010152,20,7.683100699999999,large,WK1,0.0013692952
19010153,2,0.41446856,small,WK1,0.0013429626
19010153,19,6.325054779999999,large,WK1,0.0013429626
19010155,0,0,small,WK1,0.0012902974
19010155,78,34.24215784,large,WK1,0.0012902974
19010156,1,0.09038942,small,WK1,0.0013297963000000002
19010156,46,23.924536239999995,large,WK1,0.0013297963000000002
19010157,3,0.38139925999999996,small,WK1,0.0012376322
19010157,35,18.121976399999998,large,WK1,0.0012376322
19010158,3,0.42108241999999996,small,WK1,0.0013429626
19010158,16,6.609450759999999,large,WK1,0.0013429626
19010159,0,0,small,WK1,0.0013692952
19010159,0,0,large,WK1,0.0013692952
